time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 14:34:05:251,0.11,0.72,0.17,0.41,1.09,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.07
2021.4.5 14:34:05:423,0.10,0.72,0.17,0.40,1.09,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.07
2021.4.5 14:34:05:438,0.10,0.72,0.17,0.40,1.09,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.07
2021.4.5 14:34:05:482,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.07
2021.4.5 14:34:05:494,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.07
2021.4.5 14:34:05:504,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.07
2021.4.5 14:34:05:514,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.07
2021.4.5 14:34:05:524,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.07
2021.4.5 14:34:05:535,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.07
2021.4.5 14:34:05:553,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.06
2021.4.5 14:34:05:564,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.06
2021.4.5 14:34:05:575,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.06
2021.4.5 14:34:05:585,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.06
2021.4.5 14:34:05:600,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.06
2021.4.5 14:34:05:609,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.06
2021.4.5 14:34:05:620,0.10,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.06
2021.4.5 14:34:05:631,0.11,0.72,0.17,0.40,1.10,0.28,-0.01,0.17,0.02,0.27,0.16,0.00,0.26,1.50,0.06
