time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.17 16:34:40:516,-0.20,0.91,0.03,0.13,1.16,0.10,-0.16,0.16,-0.28,0.27,0.37,-0.16,0.02,1.50,-0.22,-0.01,0.01,0.01,-0.02,0.05,-0.03
2021.4.17 16:34:40:687,-0.20,0.91,0.04,0.13,1.16,0.09,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.01,0.01,0.02,0.02,-0.07,-0.06
2021.4.17 16:34:40:697,-0.20,0.91,0.04,0.13,1.16,0.09,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.01,0.01,0.02,0.01,-0.09,-0.07
2021.4.17 16:34:40:725,-0.20,0.91,0.04,0.13,1.15,0.09,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.01,0.01,0.02,0.02,-0.13,-0.10
2021.4.17 16:34:40:735,-0.20,0.91,0.04,0.13,1.15,0.09,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.00,0.01,0.01,0.02,-0.16,-0.11
2021.4.17 16:34:40:741,-0.20,0.91,0.04,0.13,1.15,0.09,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.00,0.01,0.01,0.03,-0.18,-0.11
2021.4.17 16:34:40:748,-0.20,0.91,0.04,0.13,1.15,0.09,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.00,0.01,0.01,0.03,-0.18,-0.12
2021.4.17 16:34:40:758,-0.20,0.91,0.04,0.13,1.15,0.09,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.00,0.01,0.01,0.04,-0.20,-0.12
2021.4.17 16:34:40:767,-0.20,0.91,0.04,0.13,1.15,0.08,-0.16,0.16,-0.28,0.27,0.36,-0.17,0.01,1.50,-0.23,-0.01,0.01,0.01,0.04,-0.21,-0.12
2021.4.17 16:34:40:777,-0.20,0.91,0.04,0.13,1.14,0.08,-0.16,0.16,-0.28,0.27,0.36,-0.17,0.01,1.50,-0.23,-0.01,0.01,0.00,0.04,-0.22,-0.12
2021.4.17 16:34:40:789,-0.20,0.91,0.04,0.13,1.14,0.08,-0.16,0.16,-0.28,0.27,0.36,-0.17,0.01,1.50,-0.23,-0.02,0.00,0.00,0.04,-0.24,-0.12
2021.4.17 16:34:40:800,-0.20,0.91,0.04,0.13,1.14,0.08,-0.16,0.16,-0.28,0.27,0.36,-0.17,0.01,1.50,-0.23,-0.02,-0.01,0.00,0.04,-0.24,-0.11
2021.4.17 16:34:40:812,-0.20,0.91,0.04,0.13,1.14,0.08,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,-0.02,-0.01,0.00,0.04,-0.24,-0.11
2021.4.17 16:34:40:823,-0.20,0.91,0.04,0.13,1.13,0.08,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,-0.02,-0.02,0.00,0.03,-0.23,-0.11
2021.4.17 16:34:40:834,-0.20,0.91,0.04,0.13,1.13,0.08,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,-0.01,-0.02,0.00,0.02,-0.23,-0.11
2021.4.17 16:34:40:845,-0.20,0.91,0.04,0.13,1.13,0.08,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,-0.01,-0.02,0.00,0.01,-0.22,-0.11
2021.4.17 16:34:40:866,-0.20,0.91,0.04,0.13,1.12,0.07,-0.16,0.16,-0.28,0.27,0.36,-0.17,0.01,1.50,-0.23,0.00,-0.02,0.00,0.00,-0.21,-0.11
2021.4.17 16:34:40:874,-0.20,0.91,0.04,0.13,1.12,0.07,-0.16,0.16,-0.28,0.27,0.36,-0.17,0.01,1.50,-0.23,0.01,-0.01,0.01,-0.01,-0.21,-0.11
2021.4.17 16:34:40:880,-0.20,0.91,0.04,0.13,1.12,0.07,-0.16,0.16,-0.28,0.27,0.36,-0.17,0.01,1.50,-0.23,0.01,-0.01,0.01,-0.01,-0.21,-0.11
2021.4.17 16:34:40:889,-0.20,0.91,0.04,0.13,1.12,0.07,-0.16,0.16,-0.28,0.27,0.36,-0.17,0.01,1.50,-0.23,0.02,-0.01,0.01,-0.02,-0.20,-0.12
2021.4.17 16:34:40:900,-0.20,0.91,0.04,0.13,1.12,0.07,-0.16,0.16,-0.28,0.27,0.36,-0.17,0.01,1.50,-0.23,0.02,0.00,0.01,-0.04,-0.19,-0.12
2021.4.17 16:34:40:911,-0.20,0.91,0.04,0.13,1.12,0.07,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.02,0.01,0.02,-0.05,-0.19,-0.13
2021.4.17 16:34:40:923,-0.20,0.91,0.04,0.13,1.11,0.07,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.03,0.01,0.02,-0.07,-0.18,-0.13
2021.4.17 16:34:40:934,-0.20,0.91,0.04,0.13,1.11,0.06,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.03,0.02,0.02,-0.08,-0.18,-0.14
2021.4.17 16:34:40:946,-0.20,0.91,0.04,0.13,1.11,0.06,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.03,0.02,0.03,-0.09,-0.17,-0.14
2021.4.17 16:34:40:958,-0.20,0.91,0.04,0.13,1.11,0.06,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.03,0.03,0.03,-0.09,-0.17,-0.14
2021.4.17 16:34:40:967,-0.20,0.91,0.04,0.13,1.11,0.06,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.03,0.03,0.03,-0.09,-0.17,-0.15
2021.4.17 16:34:40:978,-0.20,0.91,0.04,0.12,1.10,0.06,-0.16,0.16,-0.28,0.26,0.36,-0.17,0.01,1.50,-0.23,0.03,0.03,0.04,-0.09,-0.17,-0.15
