time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.3 15:42:48:211,-0.07,1.11,0.43,0.10,1.14,0.40,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:275,-0.08,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:278,-0.08,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:281,-0.08,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:283,-0.08,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:291,-0.08,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:302,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:313,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:324,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:335,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:346,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:358,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:369,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:380,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:391,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:402,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:413,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:425,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:436,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:447,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:458,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:469,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:480,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:492,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:503,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:514,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:525,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:536,-0.07,1.11,0.43,0.10,1.14,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:547,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:559,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:570,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:581,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:592,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:603,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:614,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:626,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:637,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:648,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:660,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:670,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:681,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:693,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:704,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
2021.4.3 15:42:48:715,-0.07,1.11,0.43,0.10,1.13,0.39,-0.15,0.23,0.15,0.14,0.19,0.10,-0.03,1.66,0.22
