time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.3 15:29:12:161,-0.20,0.89,0.36,0.06,1.18,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:211,-0.20,0.89,0.36,0.06,1.17,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.67,0.20
2021.4.3 15:29:12:214,-0.20,0.89,0.36,0.06,1.17,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.67,0.20
2021.4.3 15:29:12:216,-0.20,0.89,0.36,0.06,1.17,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.67,0.20
2021.4.3 15:29:12:219,-0.20,0.89,0.36,0.06,1.17,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.67,0.20
2021.4.3 15:29:12:226,-0.20,0.89,0.36,0.06,1.17,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.67,0.20
2021.4.3 15:29:12:238,-0.20,0.89,0.36,0.06,1.17,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:249,-0.20,0.89,0.36,0.06,1.17,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:262,-0.20,0.89,0.36,0.06,1.17,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:271,-0.20,0.89,0.36,0.06,1.17,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:283,-0.20,0.89,0.36,0.06,1.16,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:293,-0.20,0.89,0.36,0.06,1.16,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:305,-0.20,0.89,0.36,0.06,1.16,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:316,-0.20,0.89,0.36,0.06,1.16,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:327,-0.20,0.89,0.36,0.06,1.16,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:339,-0.20,0.89,0.36,0.06,1.15,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:355,-0.20,0.89,0.36,0.06,1.15,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:361,-0.20,0.89,0.36,0.06,1.15,0.46,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:372,-0.20,0.89,0.36,0.06,1.15,0.45,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:383,-0.20,0.89,0.36,0.06,1.14,0.45,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:394,-0.20,0.89,0.36,0.06,1.14,0.45,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:405,-0.20,0.89,0.36,0.06,1.14,0.45,-0.20,0.21,0.09,0.07,0.21,0.09,-0.08,1.68,0.20
2021.4.3 15:29:12:416,-0.20,0.89,0.36,0.06,1.14,0.45,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:427,-0.20,0.89,0.36,0.06,1.13,0.45,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:439,-0.20,0.89,0.36,0.06,1.13,0.45,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:451,-0.20,0.89,0.36,0.06,1.13,0.45,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:461,-0.20,0.89,0.36,0.06,1.13,0.45,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:472,-0.20,0.89,0.36,0.06,1.12,0.45,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:483,-0.20,0.89,0.36,0.06,1.12,0.44,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:495,-0.20,0.89,0.36,0.06,1.12,0.44,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:506,-0.20,0.89,0.36,0.06,1.11,0.44,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:517,-0.20,0.89,0.36,0.06,1.11,0.44,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:529,-0.20,0.89,0.36,0.06,1.11,0.44,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:540,-0.20,0.89,0.36,0.06,1.10,0.44,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:551,-0.20,0.89,0.36,0.06,1.10,0.44,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:562,-0.20,0.89,0.36,0.06,1.10,0.44,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:573,-0.20,0.89,0.36,0.07,1.10,0.44,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:584,-0.20,0.89,0.36,0.07,1.09,0.44,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.68,0.20
2021.4.3 15:29:12:595,-0.20,0.89,0.36,0.07,1.09,0.43,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.67,0.20
2021.4.3 15:29:12:606,-0.20,0.89,0.36,0.07,1.09,0.43,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.67,0.20
2021.4.3 15:29:12:618,-0.20,0.89,0.36,0.07,1.09,0.43,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.67,0.20
2021.4.3 15:29:12:629,-0.20,0.89,0.36,0.07,1.09,0.43,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.67,0.20
2021.4.3 15:29:12:640,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.67,0.20
2021.4.3 15:29:12:651,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.67,0.20
2021.4.3 15:29:12:662,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.67,0.20
2021.4.3 15:29:12:673,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.67,0.20
2021.4.3 15:29:12:684,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:695,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.67,0.21
2021.4.3 15:29:12:707,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.09,-0.09,1.67,0.21
2021.4.3 15:29:12:720,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:730,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:740,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:751,-0.20,0.89,0.36,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:763,-0.20,0.89,0.37,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:774,-0.20,0.89,0.37,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:785,-0.20,0.89,0.37,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:797,-0.20,0.89,0.37,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:808,-0.20,0.89,0.37,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:818,-0.20,0.89,0.37,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:830,-0.20,0.89,0.37,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:841,-0.20,0.89,0.37,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:852,-0.20,0.89,0.37,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
2021.4.3 15:29:12:865,-0.20,0.89,0.37,0.07,1.08,0.43,-0.20,0.21,0.09,0.07,0.21,0.10,-0.09,1.67,0.21
