time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 14:59:51:59,-0.02,1.09,0.24,0.22,1.08,0.22,-0.05,0.20,-0.08,0.16,0.16,-0.09,0.09,1.55,-0.01
2021.4.5 14:59:51:220,-0.03,1.09,0.24,0.22,1.08,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.09,1.54,-0.01
2021.4.5 14:59:51:233,-0.03,1.09,0.24,0.22,1.08,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.09,1.54,-0.01
2021.4.5 14:59:51:258,-0.03,1.09,0.24,0.22,1.08,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.09,1.54,-0.01
2021.4.5 14:59:51:272,-0.03,1.09,0.24,0.22,1.08,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:288,-0.03,1.09,0.24,0.22,1.08,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:303,-0.03,1.09,0.24,0.22,1.07,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:312,-0.03,1.09,0.24,0.21,1.07,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:322,-0.03,1.09,0.24,0.21,1.07,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:332,-0.03,1.09,0.24,0.21,1.07,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:341,-0.03,1.09,0.24,0.21,1.07,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:356,-0.03,1.09,0.24,0.21,1.07,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:382,-0.03,1.09,0.24,0.21,1.07,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:406,-0.03,1.09,0.24,0.21,1.06,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:424,-0.03,1.09,0.24,0.21,1.06,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:446,-0.03,1.09,0.24,0.21,1.06,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
2021.4.5 14:59:51:473,-0.03,1.08,0.24,0.21,1.05,0.22,-0.06,0.20,-0.08,0.16,0.16,-0.09,0.08,1.54,-0.01
