time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 14:21:44:673,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
2021.4.5 14:21:44:825,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
2021.4.5 14:21:44:848,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
2021.4.5 14:21:44:882,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
2021.4.5 14:21:44:893,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
2021.4.5 14:21:44:903,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
2021.4.5 14:21:44:911,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
2021.4.5 14:21:44:922,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
2021.4.5 14:21:44:938,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
2021.4.5 14:21:44:950,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
2021.4.5 14:21:44:959,-0.06,1.15,0.15,0.17,1.20,0.20,-0.20,0.20,-0.19,0.04,0.23,-0.24,0.07,1.81,-0.12
