time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.16 11:08:24:556,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,0.00,0.01,0.02,0.01
2021.4.16 11:08:24:694,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,-0.01,0.00,0.01,-0.01,0.01
2021.4.16 11:08:24:704,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.00,0.00,0.01,-0.01,0.01
2021.4.16 11:08:24:769,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.00,0.00,0.00,-0.02,0.01
2021.4.16 11:08:24:779,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.00,-0.01,0.01,-0.02,0.01
2021.4.16 11:08:24:790,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.00,-0.01,0.01,-0.02,0.01
2021.4.16 11:08:24:795,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.00,-0.01,0.01,-0.02,0.01
2021.4.16 11:08:24:801,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.01,-0.02,0.00
2021.4.16 11:08:24:812,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.01,-0.02,0.00
2021.4.16 11:08:24:823,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.01,-0.02,0.00
2021.4.16 11:08:24:835,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.01,-0.02,0.00
2021.4.16 11:08:24:846,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.00,-0.02,0.00
2021.4.16 11:08:24:858,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.00,-0.02,0.00
2021.4.16 11:08:24:872,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.00,-0.01,0.00
2021.4.16 11:08:24:879,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.00,-0.01,0.00
2021.4.16 11:08:24:891,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.00,-0.01,-0.01
2021.4.16 11:08:24:902,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.00,0.00,-0.01
2021.4.16 11:08:24:913,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.00,0.00,-0.01
2021.4.16 11:08:24:925,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.00,0.00,-0.01
2021.4.16 11:08:24:935,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.01,0.00,0.01,-0.01
2021.4.16 11:08:24:947,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.01,-0.02,0.00,0.01,-0.01
2021.4.16 11:08:24:958,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.02,-0.02,0.00,0.01,-0.01
2021.4.16 11:08:24:969,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.02,-0.02,0.00,0.01,-0.01
2021.4.16 11:08:24:980,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.02,-0.02,0.01,0.01,0.00
2021.4.16 11:08:24:991,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.03,-0.02,0.01,0.01,0.00
2021.4.16 11:08:25:02,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.03,-0.02,0.01,0.01,0.00
2021.4.16 11:08:25:14,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.04,-0.02,0.02,0.01,0.00
2021.4.16 11:08:25:28,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,0.00,0.04,-0.02,0.02,0.00,0.00
2021.4.16 11:08:25:37,0.24,1.09,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,-0.01,0.04,-0.02,0.02,0.00,0.00
2021.4.16 11:08:25:47,0.23,1.10,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.34,1.59,0.32,-0.01,0.04,-0.02,0.03,0.00,0.01
2021.4.16 11:08:25:58,0.23,1.10,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.04,-0.02,0.03,-0.01,0.01
2021.4.16 11:08:25:69,0.23,1.10,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.04,-0.02,0.04,-0.01,0.01
2021.4.16 11:08:25:81,0.23,1.10,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.04,-0.02,0.04,-0.02,0.01
2021.4.16 11:08:25:92,0.23,1.10,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.04,-0.02,0.04,-0.03,0.02
2021.4.16 11:08:25:103,0.23,1.10,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.04,-0.02,0.04,-0.03,0.02
2021.4.16 11:08:25:114,0.23,1.10,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.04,-0.02,0.04,-0.04,0.02
2021.4.16 11:08:25:127,0.23,1.10,0.51,0.38,1.15,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.02,0.04,-0.02,0.05,-0.04,0.02
2021.4.16 11:08:25:137,0.23,1.10,0.51,0.38,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.02,0.04,-0.02,0.05,-0.04,0.02
2021.4.16 11:08:25:148,0.23,1.10,0.51,0.38,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.02,0.04,-0.02,0.05,-0.05,0.02
2021.4.16 11:08:25:159,0.23,1.10,0.51,0.38,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.02,0.04,-0.02,0.05,-0.05,0.02
2021.4.16 11:08:25:171,0.23,1.10,0.51,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.04,-0.03,0.05,-0.05,0.02
2021.4.16 11:08:25:182,0.23,1.10,0.51,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.04,-0.03,0.05,-0.05,0.02
2021.4.16 11:08:25:193,0.23,1.10,0.51,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.04,-0.03,0.04,-0.05,0.02
2021.4.16 11:08:25:203,0.23,1.10,0.51,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.03,-0.02,0.04,-0.05,0.02
2021.4.16 11:08:25:215,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.03,-0.02,0.04,-0.04,0.01
2021.4.16 11:08:25:227,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,-0.01,0.03,-0.02,0.03,-0.04,0.01
2021.4.16 11:08:25:239,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.00,0.03,-0.02,0.03,-0.04,0.01
2021.4.16 11:08:25:248,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.00,0.03,-0.02,0.03,-0.03,0.01
2021.4.16 11:08:25:259,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.00,0.03,-0.02,0.03,-0.03,0.01
2021.4.16 11:08:25:271,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.01,0.03,-0.02,0.03,-0.03,0.01
2021.4.16 11:08:25:282,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.01,0.02,-0.02,0.02,-0.03,0.00
2021.4.16 11:08:25:293,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.01,0.02,-0.02,0.02,-0.03,0.00
2021.4.16 11:08:25:305,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.01,0.03,-0.02,0.01,-0.02,0.00
2021.4.16 11:08:25:317,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.01,0.03,-0.02,0.01,-0.02,0.00
2021.4.16 11:08:25:332,0.23,1.10,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.02,0.03,-0.02,0.01,-0.01,0.00
2021.4.16 11:08:25:346,0.23,1.11,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.03,0.03,-0.02,0.00,-0.01,0.00
2021.4.16 11:08:25:353,0.23,1.11,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.03,0.03,-0.02,0.00,-0.01,0.00
2021.4.16 11:08:25:360,0.23,1.11,0.50,0.39,1.14,0.49,0.21,0.19,0.23,0.43,0.17,0.23,0.33,1.59,0.32,0.03,0.03,-0.02,0.01,-0.01,0.00
