time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.11 15:12:32:620,0.33,1.22,0.27,0.52,1.13,0.29,0.31,0.18,-0.02,0.54,0.17,-0.07,0.43,1.47,0.02,-0.01,0.00,0.00,-0.01,-0.01,0.00
2021.4.11 15:12:32:771,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.02,0.54,0.17,-0.07,0.43,1.47,0.02,0.01,0.00,0.01,0.04,-0.02,0.00
2021.4.11 15:12:32:784,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.02,0.54,0.17,-0.07,0.43,1.47,0.02,0.01,0.00,0.01,0.03,-0.02,0.00
2021.4.11 15:12:32:799,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.02,0.54,0.17,-0.07,0.43,1.47,0.02,0.01,0.00,0.01,0.02,-0.02,0.00
2021.4.11 15:12:32:812,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.02,0.54,0.17,-0.07,0.43,1.47,0.02,0.01,0.00,0.01,0.02,-0.02,0.00
2021.4.11 15:12:32:821,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.02,0.54,0.17,-0.07,0.43,1.47,0.02,0.01,-0.01,0.01,0.01,-0.02,0.00
2021.4.11 15:12:32:827,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.01,-0.01,0.01,0.01,-0.02,0.00
2021.4.11 15:12:32:832,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.01,-0.01,0.01,0.01,-0.02,0.00
2021.4.11 15:12:32:843,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.01,-0.01,0.01,0.00,-0.02,0.00
2021.4.11 15:12:32:854,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.01,-0.01,0.01,0.00,-0.02,-0.01
2021.4.11 15:12:32:877,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.46,0.02,0.00,-0.01,0.01,0.00,-0.03,-0.01
2021.4.11 15:12:32:901,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.46,0.02,0.00,0.00,0.01,0.00,-0.04,-0.01
2021.4.11 15:12:32:921,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.01,0.00,0.01,0.00,-0.05,-0.01
2021.4.11 15:12:32:944,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.00,0.00,0.00,-0.01,-0.05,-0.01
2021.4.11 15:12:32:967,0.33,1.22,0.27,0.53,1.13,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.00,0.00,0.00,-0.01,-0.06,-0.01
2021.4.11 15:12:32:989,0.33,1.22,0.27,0.53,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.00,0.00,0.00,-0.02,-0.06,-0.01
2021.4.11 15:12:33:11,0.33,1.22,0.27,0.53,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.00,0.00,0.00,-0.02,-0.05,-0.01
2021.4.11 15:12:33:33,0.33,1.22,0.27,0.53,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.00,-0.01,0.00,-0.02,-0.05,-0.01
2021.4.11 15:12:33:56,0.33,1.22,0.27,0.53,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.47,0.02,0.00,-0.01,0.00,-0.03,-0.03,-0.01
2021.4.11 15:12:33:80,0.33,1.22,0.27,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.46,0.02,0.00,-0.01,0.00,-0.03,-0.02,-0.01
2021.4.11 15:12:33:101,0.33,1.22,0.27,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.46,0.02,-0.01,-0.01,0.00,-0.03,0.00,-0.01
2021.4.11 15:12:33:123,0.33,1.22,0.27,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.46,0.02,-0.01,-0.02,0.01,-0.03,0.01,-0.01
2021.4.11 15:12:33:145,0.33,1.22,0.28,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.46,0.02,-0.01,-0.02,0.01,-0.03,0.01,-0.01
2021.4.11 15:12:33:169,0.33,1.22,0.28,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.46,0.02,-0.01,-0.03,0.01,-0.03,0.01,0.00
2021.4.11 15:12:33:190,0.33,1.22,0.28,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.46,0.03,0.00,-0.03,0.02,-0.02,0.00,0.00
2021.4.11 15:12:33:212,0.33,1.22,0.28,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.43,1.46,0.03,0.00,-0.05,0.03,-0.02,-0.01,0.00
2021.4.11 15:12:33:235,0.33,1.21,0.28,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.01,-0.07,0.04,-0.02,-0.02,0.00
2021.4.11 15:12:33:258,0.33,1.21,0.28,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.02,-0.10,0.06,-0.01,-0.03,0.00
2021.4.11 15:12:33:279,0.33,1.21,0.28,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.03,-0.12,0.07,-0.01,-0.04,0.00
2021.4.11 15:12:33:301,0.33,1.21,0.28,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.03,-0.14,0.08,-0.01,-0.04,0.00
2021.4.11 15:12:33:323,0.33,1.20,0.28,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.02,-0.15,0.07,0.00,-0.04,0.00
2021.4.11 15:12:33:346,0.33,1.20,0.28,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.02,-0.14,0.06,0.00,-0.03,0.00
2021.4.11 15:12:33:369,0.33,1.20,0.29,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.03,-0.13,0.05,0.01,-0.02,0.00
2021.4.11 15:12:33:379,0.33,1.20,0.29,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.03,-0.13,0.05,0.01,-0.02,0.00
2021.4.11 15:12:33:390,0.33,1.20,0.29,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.03,-0.12,0.05,0.01,-0.01,0.00
2021.4.11 15:12:33:402,0.33,1.19,0.29,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.03,-0.12,0.05,0.01,-0.01,0.00
2021.4.11 15:12:33:413,0.34,1.19,0.29,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.04,-0.11,0.05,0.01,0.00,0.00
2021.4.11 15:12:33:424,0.34,1.19,0.29,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.04,-0.11,0.05,0.01,0.00,0.00
2021.4.11 15:12:33:435,0.34,1.19,0.29,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.04,-0.11,0.05,0.01,0.01,0.00
2021.4.11 15:12:33:448,0.34,1.19,0.29,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.04,-0.11,0.05,0.01,0.01,0.00
2021.4.11 15:12:33:460,0.34,1.19,0.29,0.52,1.12,0.29,0.31,0.18,-0.03,0.54,0.17,-0.07,0.42,1.46,0.02,0.04,-0.11,0.05,0.01,0.02,0.00
