time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.13 19:20:46:444,0.14,0.90,0.20,0.28,1.21,0.27,-0.05,0.23,-0.09,0.27,0.22,-0.16,0.21,1.61,-0.14,0.03,0.01,0.04,-0.07,0.01,-0.02
2021.4.13 19:20:46:611,0.15,0.90,0.20,0.28,1.21,0.27,-0.06,0.23,-0.09,0.27,0.22,-0.15,0.21,1.61,-0.14,0.03,-0.01,0.05,0.05,-0.19,-0.03
2021.4.13 19:20:46:624,0.15,0.90,0.20,0.28,1.20,0.26,-0.06,0.23,-0.09,0.27,0.22,-0.15,0.21,1.61,-0.14,0.03,-0.01,0.05,0.06,-0.24,-0.04
2021.4.13 19:20:46:646,0.15,0.90,0.20,0.29,1.20,0.26,-0.06,0.23,-0.09,0.27,0.22,-0.15,0.21,1.61,-0.14,0.03,-0.01,0.05,0.08,-0.33,-0.04
2021.4.13 19:20:46:656,0.15,0.90,0.21,0.29,1.19,0.26,-0.06,0.23,-0.09,0.27,0.22,-0.15,0.21,1.61,-0.14,0.03,-0.01,0.05,0.09,-0.35,-0.04
2021.4.13 19:20:46:661,0.15,0.90,0.21,0.29,1.19,0.26,-0.06,0.23,-0.09,0.27,0.22,-0.15,0.21,1.61,-0.14,0.03,-0.01,0.05,0.10,-0.39,-0.04
2021.4.13 19:20:46:667,0.15,0.90,0.21,0.29,1.19,0.26,-0.06,0.23,-0.09,0.27,0.22,-0.15,0.21,1.61,-0.14,0.04,-0.01,0.05,0.11,-0.44,-0.05
2021.4.13 19:20:46:673,0.15,0.90,0.21,0.29,1.18,0.26,-0.06,0.23,-0.09,0.27,0.22,-0.15,0.21,1.61,-0.14,0.04,-0.01,0.05,0.12,-0.48,-0.05
2021.4.13 19:20:46:684,0.15,0.90,0.21,0.29,1.18,0.26,-0.06,0.23,-0.09,0.27,0.22,-0.15,0.21,1.61,-0.13,0.04,-0.01,0.05,0.14,-0.52,-0.06
2021.4.13 19:20:46:695,0.15,0.90,0.21,0.29,1.17,0.26,-0.06,0.23,-0.09,0.27,0.22,-0.15,0.21,1.61,-0.13,0.04,-0.02,0.05,0.17,-0.61,-0.07
