time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.14 20:29:50:171,0.13,1.27,-0.10,-0.26,0.73,-0.44,-0.09,0.21,-0.56,0.12,0.22,-0.53,-0.02,1.60,-0.48
2021.4.14 20:29:50:345,0.12,1.26,-0.10,-0.26,0.74,-0.44,-0.09,0.21,-0.56,0.12,0.22,-0.53,-0.02,1.60,-0.48
2021.4.14 20:29:50:356,0.12,1.26,-0.10,-0.26,0.74,-0.44,-0.09,0.21,-0.56,0.12,0.22,-0.53,-0.02,1.60,-0.48
2021.4.14 20:29:50:375,0.12,1.26,-0.10,-0.26,0.74,-0.44,-0.09,0.21,-0.56,0.12,0.22,-0.53,-0.02,1.60,-0.48
2021.4.14 20:29:50:387,0.12,1.25,-0.10,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:393,0.12,1.25,-0.10,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.53,-0.02,1.60,-0.48
2021.4.14 20:29:50:398,0.12,1.25,-0.10,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:404,0.12,1.25,-0.10,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:409,0.12,1.25,-0.10,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:421,0.12,1.24,-0.10,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:436,0.12,1.24,-0.11,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:454,0.12,1.23,-0.11,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:477,0.12,1.22,-0.11,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:500,0.12,1.20,-0.11,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:524,0.12,1.18,-0.12,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:552,0.12,1.16,-0.12,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:569,0.12,1.14,-0.13,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.02,1.60,-0.48
2021.4.14 20:29:50:588,0.12,1.12,-0.13,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.01,1.60,-0.48
2021.4.14 20:29:50:612,0.12,1.10,-0.14,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.01,1.60,-0.48
2021.4.14 20:29:50:633,0.13,1.08,-0.15,-0.26,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.01,1.60,-0.48
2021.4.14 20:29:50:655,0.13,1.06,-0.16,-0.25,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.01,1.60,-0.48
2021.4.14 20:29:50:678,0.13,1.04,-0.17,-0.25,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.01,1.60,-0.48
2021.4.14 20:29:50:707,0.14,1.02,-0.18,-0.25,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.01,1.60,-0.47
2021.4.14 20:29:50:722,0.14,1.01,-0.19,-0.25,0.74,-0.43,-0.09,0.21,-0.56,0.12,0.22,-0.54,-0.01,1.60,-0.47
2021.4.14 20:29:50:745,0.15,1.00,-0.20,-0.25,0.74,-0.43,-0.08,0.21,-0.56,0.12,0.22,-0.54,-0.01,1.60,-0.47
2021.4.14 20:29:50:767,0.15,0.99,-0.21,-0.25,0.74,-0.43,-0.08,0.21,-0.56,0.12,0.22,-0.54,-0.01,1.60,-0.47
