time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 16:58:59:666,-0.16,0.96,0.66,0.06,1.15,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,1.58,0.40
2021.4.4 16:58:59:824,-0.16,0.96,0.66,0.06,1.15,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,1.59,0.40
2021.4.4 16:58:59:855,-0.16,0.96,0.66,0.06,1.15,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,1.59,0.40
2021.4.4 16:58:59:883,-0.16,0.96,0.66,0.06,1.15,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,1.59,0.40
2021.4.4 16:58:59:901,-0.16,0.96,0.66,0.06,1.15,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:58:59:910,-0.16,0.96,0.66,0.06,1.14,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:58:59:919,-0.16,0.96,0.66,0.06,1.14,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:58:59:930,-0.15,0.96,0.66,0.07,1.14,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:58:59:943,-0.15,0.96,0.66,0.07,1.14,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:58:59:951,-0.15,0.96,0.66,0.07,1.14,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:58:59:964,-0.15,0.96,0.66,0.07,1.14,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:58:59:987,-0.15,0.97,0.66,0.07,1.14,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:10,-0.15,0.97,0.66,0.07,1.13,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:41,-0.15,0.97,0.66,0.07,1.13,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:53,-0.15,0.97,0.67,0.07,1.13,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:77,-0.15,0.98,0.67,0.07,1.13,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:98,-0.16,0.98,0.67,0.07,1.13,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:125,-0.16,0.99,0.67,0.07,1.13,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:143,-0.16,0.99,0.67,0.07,1.13,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:168,-0.16,1.00,0.67,0.07,1.13,0.64,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:194,-0.16,1.01,0.68,0.08,1.13,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:211,-0.16,1.02,0.68,0.08,1.13,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.40
2021.4.4 16:59:00:238,-0.16,1.03,0.68,0.08,1.13,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.41
2021.4.4 16:59:00:254,-0.16,1.03,0.68,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.41
2021.4.4 16:59:00:276,-0.16,1.05,0.68,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.41
2021.4.4 16:59:00:299,-0.16,1.06,0.68,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.41
2021.4.4 16:59:00:322,-0.16,1.08,0.68,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.59,0.41
2021.4.4 16:59:00:353,-0.16,1.10,0.68,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.58,0.41
2021.4.4 16:59:00:366,-0.16,1.11,0.68,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.58,0.41
2021.4.4 16:59:00:389,-0.16,1.13,0.68,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.58,0.41
2021.4.4 16:59:00:413,-0.16,1.14,0.68,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.58,0.41
2021.4.4 16:59:00:433,-0.16,1.16,0.68,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.58,0.41
2021.4.4 16:59:00:456,-0.16,1.17,0.67,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.58,0.41
2021.4.4 16:59:00:466,-0.16,1.18,0.67,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.58,0.41
2021.4.4 16:59:00:477,-0.16,1.18,0.67,0.08,1.12,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,1.58,0.41
