time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 15:17:45:190,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:202,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:212,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:221,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:248,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:403,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:418,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:464,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:476,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:485,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:495,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:505,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:515,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:525,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:534,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:542,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:556,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:579,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:609,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:629,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:652,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:668,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:691,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:713,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.11
2021.4.5 15:17:45:736,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.11
2021.4.5 15:17:45:764,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.11
2021.4.5 15:17:45:781,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.11
2021.4.5 15:17:45:803,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.11
2021.4.5 15:17:45:826,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.11
2021.4.5 15:17:45:848,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.11
2021.4.5 15:17:45:870,-0.04,1.14,0.14,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.11
2021.4.5 15:17:45:894,-0.04,1.14,0.15,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.11
2021.4.5 15:17:45:920,-0.04,1.14,0.15,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.10
2021.4.5 15:17:45:936,-0.04,1.14,0.15,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.10
2021.4.5 15:17:45:959,-0.05,1.14,0.15,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.10
2021.4.5 15:17:45:982,-0.05,1.14,0.15,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:03,-0.05,1.14,0.15,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:25,-0.05,1.14,0.15,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:48,-0.06,1.14,0.15,0.22,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:64,-0.06,1.14,0.15,0.23,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:72,-0.06,1.13,0.15,0.23,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:82,-0.06,1.13,0.15,0.23,1.06,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:92,-0.06,1.13,0.15,0.23,1.06,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:104,-0.06,1.13,0.15,0.23,1.06,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:116,-0.07,1.12,0.15,0.23,1.06,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:127,-0.07,1.12,0.15,0.23,1.06,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:139,-0.07,1.12,0.15,0.23,1.05,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:149,-0.07,1.11,0.16,0.23,1.05,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:160,-0.07,1.11,0.16,0.24,1.05,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:171,-0.08,1.10,0.16,0.24,1.04,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:182,-0.08,1.10,0.16,0.24,1.04,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:192,-0.08,1.10,0.16,0.24,1.04,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:206,-0.08,1.09,0.16,0.25,1.04,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:221,-0.09,1.09,0.17,0.26,1.04,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:230,-0.09,1.09,0.17,0.26,1.04,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:239,-0.09,1.09,0.17,0.26,1.05,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:249,-0.09,1.09,0.17,0.27,1.05,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:260,-0.10,1.10,0.17,0.27,1.06,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:271,-0.10,1.10,0.17,0.28,1.06,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:282,-0.10,1.11,0.17,0.28,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:293,-0.10,1.11,0.17,0.28,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:305,-0.10,1.12,0.17,0.28,1.08,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:316,-0.10,1.13,0.17,0.28,1.08,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:327,-0.10,1.13,0.17,0.28,1.09,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:339,-0.10,1.14,0.17,0.28,1.10,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:349,-0.10,1.14,0.17,0.28,1.10,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:360,-0.10,1.15,0.17,0.28,1.10,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:377,-0.10,1.16,0.17,0.27,1.11,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:387,-0.10,1.16,0.17,0.27,1.11,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:395,-0.10,1.16,0.18,0.27,1.11,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:409,-0.09,1.17,0.18,0.27,1.12,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:421,-0.09,1.17,0.19,0.27,1.12,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:432,-0.09,1.18,0.19,0.27,1.12,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:443,-0.09,1.18,0.20,0.27,1.13,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:455,-0.09,1.18,0.20,0.27,1.13,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:465,-0.10,1.19,0.21,0.27,1.14,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:476,-0.10,1.19,0.21,0.28,1.14,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.17,0.09,1.54,-0.10
2021.4.5 15:17:46:487,-0.10,1.20,0.21,0.28,1.15,0.19,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.10
2021.4.5 15:17:46:499,-0.11,1.21,0.22,0.29,1.16,0.19,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.10
2021.4.5 15:17:46:511,-0.11,1.21,0.22,0.29,1.17,0.19,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.54,-0.10
2021.4.5 15:17:46:526,-0.11,1.22,0.22,0.30,1.18,0.19,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.53,-0.10
2021.4.5 15:17:46:535,-0.12,1.23,0.22,0.30,1.18,0.19,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.53,-0.10
2021.4.5 15:17:46:544,-0.12,1.23,0.22,0.30,1.19,0.19,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.09,1.53,-0.10
2021.4.5 15:17:46:554,-0.12,1.24,0.22,0.30,1.19,0.19,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.10
2021.4.5 15:17:46:565,-0.12,1.24,0.22,0.30,1.20,0.19,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.10
2021.4.5 15:17:46:579,-0.12,1.25,0.22,0.30,1.21,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.10
2021.4.5 15:17:46:587,-0.12,1.25,0.22,0.30,1.21,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.10
2021.4.5 15:17:46:598,-0.12,1.26,0.21,0.30,1.22,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.10
2021.4.5 15:17:46:610,-0.12,1.26,0.21,0.30,1.22,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:621,-0.13,1.26,0.21,0.30,1.23,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:632,-0.13,1.27,0.21,0.30,1.23,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:643,-0.13,1.27,0.21,0.30,1.24,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:654,-0.13,1.27,0.20,0.30,1.24,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:666,-0.13,1.27,0.20,0.29,1.25,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:682,-0.12,1.27,0.20,0.29,1.25,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:693,-0.12,1.27,0.20,0.29,1.25,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:703,-0.12,1.27,0.19,0.29,1.25,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:712,-0.12,1.27,0.19,0.29,1.25,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:720,-0.12,1.27,0.19,0.29,1.25,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:732,-0.12,1.26,0.19,0.29,1.25,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:743,-0.12,1.26,0.19,0.29,1.25,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:754,-0.12,1.26,0.18,0.29,1.25,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:766,-0.12,1.25,0.18,0.28,1.25,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:777,-0.11,1.25,0.18,0.28,1.25,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:788,-0.11,1.25,0.18,0.28,1.24,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:800,-0.11,1.24,0.18,0.28,1.24,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:811,-0.11,1.24,0.18,0.27,1.23,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:822,-0.11,1.23,0.18,0.27,1.23,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:838,-0.11,1.22,0.18,0.27,1.22,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:846,-0.10,1.22,0.18,0.27,1.21,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:857,-0.10,1.21,0.18,0.27,1.21,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:868,-0.10,1.20,0.18,0.27,1.20,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:877,-0.10,1.20,0.18,0.27,1.19,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:889,-0.10,1.19,0.19,0.27,1.19,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:899,-0.10,1.18,0.19,0.27,1.18,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:910,-0.11,1.17,0.19,0.27,1.17,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:922,-0.11,1.17,0.18,0.27,1.17,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:933,-0.11,1.16,0.18,0.28,1.16,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:944,-0.11,1.15,0.18,0.28,1.15,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:955,-0.11,1.14,0.18,0.28,1.14,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:966,-0.11,1.13,0.18,0.28,1.14,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:978,-0.11,1.13,0.18,0.27,1.13,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:46:995,-0.11,1.12,0.17,0.27,1.12,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:47:05,-0.11,1.11,0.17,0.27,1.12,0.18,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:47:14,-0.11,1.11,0.17,0.27,1.11,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:47:23,-0.12,1.10,0.16,0.27,1.11,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:47:34,-0.12,1.09,0.16,0.27,1.10,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:47:45,-0.12,1.09,0.16,0.27,1.10,0.17,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:47:57,-0.12,1.08,0.15,0.27,1.09,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:47:67,-0.12,1.08,0.15,0.27,1.09,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:47:77,-0.12,1.07,0.14,0.27,1.08,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.53,-0.11
2021.4.5 15:17:47:89,-0.12,1.07,0.14,0.27,1.08,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.54,-0.11
2021.4.5 15:17:47:100,-0.12,1.06,0.14,0.27,1.08,0.16,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.54,-0.11
2021.4.5 15:17:47:111,-0.12,1.06,0.13,0.26,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.54,-0.11
2021.4.5 15:17:47:122,-0.13,1.06,0.13,0.26,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.54,-0.11
2021.4.5 15:17:47:134,-0.13,1.05,0.13,0.26,1.07,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.54,-0.11
2021.4.5 15:17:47:150,-0.13,1.05,0.12,0.26,1.06,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.54,-0.11
2021.4.5 15:17:47:159,-0.13,1.05,0.12,0.26,1.06,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.54,-0.11
2021.4.5 15:17:47:167,-0.13,1.04,0.12,0.26,1.06,0.15,-0.05,0.20,-0.16,0.23,0.19,-0.18,0.08,1.54,-0.11
