time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.19 10:13:43:02,0.10,1.12,0.48,0.23,1.16,0.47,0.04,0.17,0.18,0.34,0.18,0.21,0.17,1.51,0.26,-0.01,0.00,0.00,-0.01,0.03,-0.01
2021.4.19 10:13:43:145,0.10,1.12,0.48,0.23,1.16,0.46,0.04,0.17,0.18,0.34,0.18,0.21,0.17,1.51,0.26,0.00,0.00,0.00,-0.01,0.00,0.00
2021.4.19 10:13:43:156,0.10,1.12,0.48,0.23,1.16,0.46,0.04,0.17,0.18,0.34,0.18,0.21,0.17,1.51,0.26,0.00,0.00,0.00,-0.01,0.00,0.00
2021.4.19 10:13:43:167,0.10,1.12,0.48,0.23,1.16,0.46,0.04,0.17,0.18,0.34,0.18,0.21,0.17,1.51,0.26,0.01,0.00,0.01,-0.01,0.00,0.00
2021.4.19 10:13:43:180,0.10,1.12,0.48,0.23,1.16,0.46,0.04,0.17,0.18,0.34,0.18,0.21,0.17,1.51,0.26,0.01,0.00,0.01,0.00,0.00,0.01
2021.4.19 10:13:43:186,0.10,1.12,0.48,0.23,1.16,0.46,0.04,0.17,0.18,0.34,0.18,0.21,0.17,1.51,0.26,0.01,0.00,0.01,0.00,0.00,0.01
2021.4.19 10:13:43:191,0.10,1.12,0.48,0.23,1.16,0.46,0.04,0.17,0.18,0.34,0.18,0.21,0.17,1.51,0.26,0.01,0.00,0.01,0.00,0.00,0.01
2021.4.19 10:13:43:197,0.10,1.12,0.48,0.23,1.16,0.46,0.04,0.17,0.18,0.34,0.18,0.21,0.17,1.51,0.26,0.01,0.00,0.01,0.01,0.00,0.01
2021.4.19 10:13:43:206,0.10,1.12,0.48,0.23,1.16,0.46,0.04,0.17,0.18,0.34,0.18,0.21,0.17,1.51,0.26,0.01,0.00,0.01,0.02,0.00,0.01
2021.4.19 10:13:43:217,0.10,1.12,0.48,0.23,1.16,0.46,0.04,0.17,0.18,0.34,0.18,0.21,0.17,1.51,0.26,0.00,0.00,0.01,0.03,-0.01,0.01
