time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 14:58:25:177,-0.29,1.22,0.55,-0.01,1.21,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:342,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:357,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:377,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:392,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:406,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:423,-0.29,1.22,0.56,-0.01,1.21,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:434,-0.29,1.22,0.56,-0.01,1.21,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:444,-0.29,1.22,0.56,-0.01,1.21,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:452,-0.29,1.22,0.56,-0.01,1.21,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:462,-0.29,1.22,0.56,-0.01,1.21,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:484,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:510,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:529,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:551,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:574,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:601,-0.29,1.22,0.56,-0.01,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:618,-0.29,1.22,0.56,-0.01,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:640,-0.29,1.22,0.56,-0.01,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:663,-0.29,1.22,0.56,0.00,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:689,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:707,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:730,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:752,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:777,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.41
2021.4.4 14:58:25:798,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.42
2021.4.4 14:58:25:820,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.42
2021.4.4 14:58:25:842,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.42
2021.4.4 14:58:25:866,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.67,0.42
2021.4.4 14:58:25:888,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:25:910,-0.29,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:25:932,-0.28,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:25:954,-0.28,1.22,0.56,0.00,1.20,0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:25:968,-0.28,1.22,0.56,0.00,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:25:983,-0.28,1.22,0.56,0.00,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:25:991,-0.28,1.22,0.56,0.00,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:00,-0.28,1.22,0.56,0.00,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:09,-0.28,1.22,0.56,0.00,1.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:20,-0.28,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:31,-0.28,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:46,-0.28,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:58,-0.28,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:71,-0.28,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:81,-0.28,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:91,-0.28,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:101,-0.29,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:110,-0.29,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:121,-0.29,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:133,-0.29,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:146,-0.29,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:163,-0.29,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:176,-0.29,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:187,-0.29,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:196,-0.29,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.67,0.42
2021.4.4 14:58:26:205,-0.29,1.22,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.66,0.42
2021.4.4 14:58:26:215,-0.29,1.23,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.66,0.42
2021.4.4 14:58:26:224,-0.29,1.23,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,1.66,0.42
2021.4.4 14:58:26:238,-0.29,1.23,0.56,-0.01,1.19,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.66,0.42
2021.4.4 14:58:26:247,-0.29,1.23,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.66,0.42
2021.4.4 14:58:26:259,-0.29,1.23,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.66,0.42
2021.4.4 14:58:26:271,-0.29,1.23,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.65,0.42
2021.4.4 14:58:26:280,-0.29,1.23,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.65,0.42
2021.4.4 14:58:26:289,-0.29,1.23,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,1.65,0.42
2021.4.4 14:58:26:299,-0.29,1.23,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,1.65,0.42
2021.4.4 14:58:26:310,-0.29,1.23,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,1.65,0.42
2021.4.4 14:58:26:322,-0.29,1.22,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,1.64,0.42
2021.4.4 14:58:26:335,-0.29,1.22,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,1.64,0.42
2021.4.4 14:58:26:345,-0.29,1.22,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,1.64,0.42
2021.4.4 14:58:26:356,-0.29,1.22,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,1.64,0.42
2021.4.4 14:58:26:366,-0.29,1.22,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,1.64,0.42
2021.4.4 14:58:26:378,-0.29,1.22,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.42
2021.4.4 14:58:26:389,-0.29,1.22,0.56,-0.01,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:400,-0.29,1.22,0.56,-0.01,1.17,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:412,-0.29,1.22,0.56,-0.01,1.17,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:424,-0.29,1.22,0.56,-0.01,1.17,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:434,-0.29,1.22,0.56,-0.02,1.17,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:447,-0.29,1.22,0.56,-0.02,1.17,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:459,-0.29,1.22,0.56,-0.02,1.17,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:468,-0.29,1.22,0.56,-0.02,1.17,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:478,-0.29,1.22,0.56,-0.02,1.17,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:489,-0.29,1.22,0.56,-0.02,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:500,-0.29,1.22,0.56,-0.02,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:513,-0.29,1.22,0.56,-0.02,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
2021.4.4 14:58:26:525,-0.29,1.22,0.55,-0.02,1.18,0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,1.64,0.43
