time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.15 19:53:20:109,0.14,1.16,0.38,0.35,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,0.00,-0.01,-0.04,0.02,-0.03,-0.01
2021.4.15 19:53:20:251,0.14,1.16,0.38,0.35,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,0.00,0.01,-0.01,0.03,0.02,0.00
2021.4.15 19:53:20:265,0.14,1.16,0.38,0.35,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,0.00,0.02,-0.01,0.03,0.02,0.00
2021.4.15 19:53:20:286,0.14,1.16,0.38,0.35,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,0.00,0.01,-0.01,0.04,0.02,0.00
2021.4.15 19:53:20:296,0.14,1.16,0.38,0.35,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,0.00,0.01,-0.01,0.04,0.01,0.00
2021.4.15 19:53:20:301,0.14,1.16,0.38,0.35,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,0.00,0.01,-0.01,0.04,0.01,0.00
2021.4.15 19:53:20:306,0.14,1.16,0.38,0.35,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,0.00,0.01,-0.01,0.04,0.01,0.00
2021.4.15 19:53:20:314,0.14,1.16,0.38,0.35,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,0.00,0.00,-0.01,0.04,0.00,0.00
2021.4.15 19:53:20:325,0.14,1.16,0.38,0.36,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,0.00,0.00,-0.02,0.02,0.00,0.00
2021.4.15 19:53:20:336,0.14,1.16,0.38,0.36,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,0.00,0.00,-0.02,0.01,0.00,0.00
2021.4.15 19:53:20:347,0.14,1.16,0.38,0.36,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,-0.01,-0.01,-0.02,0.01,0.00,0.00
2021.4.15 19:53:20:359,0.14,1.16,0.37,0.36,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,-0.01,-0.01,-0.02,0.02,-0.01,-0.01
2021.4.15 19:53:20:370,0.14,1.16,0.37,0.36,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,-0.01,-0.02,-0.02,0.02,-0.01,-0.01
2021.4.15 19:53:20:381,0.14,1.16,0.37,0.36,1.32,0.45,0.09,0.20,0.07,0.33,0.20,0.08,0.21,1.64,0.10,-0.01,-0.02,-0.02,0.03,-0.01,-0.01
