time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 16:17:30:559,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:704,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:725,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:750,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:764,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:773,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:782,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:791,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:802,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:815,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:825,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:839,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:847,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:856,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:865,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
2021.4.4 16:17:30:875,-0.22,0.92,0.41,0.03,0.94,0.37,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.39,0.17
