time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 20:01:27:805,0.04,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.12,1.62,0.05
2021.4.5 20:01:27:822,0.04,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.12,1.62,0.05
2021.4.5 20:01:27:836,0.04,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.12,1.62,0.05
2021.4.5 20:01:28:03,0.04,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.05
2021.4.5 20:01:28:23,0.04,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.05
2021.4.5 20:01:28:46,0.03,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.05
2021.4.5 20:01:28:61,0.03,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.05
2021.4.5 20:01:28:73,0.03,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.05
2021.4.5 20:01:28:86,0.03,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.05
2021.4.5 20:01:28:94,0.03,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:104,0.03,1.14,0.29,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:112,0.03,1.14,0.28,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:122,0.03,1.14,0.28,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:135,0.03,1.14,0.28,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:153,0.03,1.14,0.28,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:179,0.03,1.14,0.28,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:201,0.03,1.14,0.28,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:226,0.03,1.14,0.28,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:242,0.04,1.14,0.28,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:266,0.04,1.14,0.28,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:287,0.04,1.14,0.28,0.28,1.16,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
2021.4.5 20:01:28:309,0.04,1.14,0.28,0.28,1.15,0.35,-0.01,0.24,-0.07,0.25,0.25,-0.04,0.13,1.62,0.04
