time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.10 10:08:52:497,-0.15,1.00,-0.32,0.16,1.25,-0.27,-0.11,0.19,-0.60,0.30,0.18,-0.63,0.00,1.68,-0.47,0.00,0.00,0.00,0.02,0.02,-0.02
2021.4.10 10:08:52:650,-0.15,1.00,-0.32,0.16,1.25,-0.27,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.02,-0.01,0.00,-0.01,0.01,-0.03
2021.4.10 10:08:52:667,-0.15,1.00,-0.32,0.16,1.25,-0.27,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.02,-0.02,0.00,0.00,0.00,-0.03
2021.4.10 10:08:52:690,-0.14,1.00,-0.32,0.16,1.25,-0.27,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.02,-0.02,0.00,0.01,-0.02,-0.02
2021.4.10 10:08:52:705,-0.14,1.00,-0.32,0.16,1.25,-0.27,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,-0.02,0.00,0.01,-0.03,-0.01
2021.4.10 10:08:52:714,-0.14,1.00,-0.32,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,-0.02,0.00,0.01,-0.03,-0.01
2021.4.10 10:08:52:725,-0.14,1.00,-0.32,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,-0.01,0.00,0.00,-0.04,-0.01
2021.4.10 10:08:52:734,-0.14,1.00,-0.32,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,-0.01,0.00,0.00,-0.04,-0.01
2021.4.10 10:08:52:743,-0.14,1.00,-0.32,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,-0.01,0.00,0.00,-0.04,-0.01
2021.4.10 10:08:52:752,-0.14,1.00,-0.32,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,-0.01,0.00,0.00,-0.03,-0.01
2021.4.10 10:08:52:761,-0.14,1.00,-0.32,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.00,0.00,0.00,-0.03,-0.01
2021.4.10 10:08:52:774,-0.14,1.00,-0.32,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.00,0.00,0.00,-0.03,-0.01
2021.4.10 10:08:52:784,-0.14,1.00,-0.32,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.00,0.00,0.00,-0.03,-0.01
2021.4.10 10:08:52:794,-0.14,1.00,-0.32,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.00,0.00,0.00,-0.03,-0.01
2021.4.10 10:08:52:805,-0.14,1.00,-0.31,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.00,0.00,0.00,0.00,-0.03,-0.01
2021.4.10 10:08:52:817,-0.14,1.00,-0.31,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.00,0.00,0.00,0.00,-0.03,-0.01
2021.4.10 10:08:52:833,-0.14,1.00,-0.31,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.00,0.01,0.00,-0.01,-0.02,-0.01
2021.4.10 10:08:52:842,-0.14,1.00,-0.31,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.00,0.01,0.00,-0.01,-0.02,-0.01
2021.4.10 10:08:52:850,-0.14,1.00,-0.31,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.00,0.01,0.00,-0.01,-0.02,-0.01
2021.4.10 10:08:52:861,-0.14,1.00,-0.31,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.01,0.00,-0.01,-0.01,-0.01
2021.4.10 10:08:52:874,-0.14,1.00,-0.31,0.16,1.25,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.01,0.00,-0.01,-0.01,-0.01
2021.4.10 10:08:52:884,-0.14,1.00,-0.31,0.16,1.24,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.01,0.00,-0.01,-0.01,-0.01
2021.4.10 10:08:52:895,-0.14,1.00,-0.31,0.16,1.24,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.01,0.00,-0.01,-0.01,-0.01
2021.4.10 10:08:52:906,-0.14,1.00,-0.31,0.16,1.24,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.01,0.00,-0.01,-0.02,-0.01
2021.4.10 10:08:52:919,-0.14,1.00,-0.31,0.16,1.24,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.01,0.00,0.00,-0.02,0.00
2021.4.10 10:08:52:928,-0.14,1.00,-0.31,0.16,1.24,-0.28,-0.11,0.19,-0.60,0.30,0.18,-0.63,-0.01,1.68,-0.47,0.01,0.01,0.00,0.00,-0.03,0.00
