event,l_space_min,l_space_mean,l_space_max,r_space_min,r_space_mean,r_space_max
4,0.19924858845171275,0.23997453605829272,0.4022437072223753,0.13928388277184117,0.2105941620363016,0.3488552708502481
2,0.2765863337187866,0.3389655084096924,0.4188078318274385,0.322490309931942,0.353893932533832,0.39924929555354255
2,0.25612496949731395,0.3076596581638546,0.38183766184073564,0.2863564212655271,0.3632887225297416,0.4883646178829912
4,0.3748332962798262,0.46845773715672,0.5630275304103699,0.26400757564888166,0.27583940308502486,0.30413812651491096
2,0.26907248094147423,0.38469612090642,0.5,0.3014962686336267,0.36167352325272023,0.431740662898458
1,0.26248809496813374,0.30345838688537885,0.41109609582188933,0.322490309931942,0.42107972473848015,0.523450093132096
4,0.32310988842807026,0.4067100472837168,0.46690470119715005,0.29154759474226505,0.32927428353606497,0.39661064030103876
1,0.2912043955712207,0.3413754479332458,0.3901281840626232,0.32280024783137945,0.37550619735974883,0.4964876634922563
2,0.33970575502926054,0.36036261225468535,0.3818376618407357,0.3228002478313795,0.3632787742071822,0.4205948168962618
1,0.27202941017470883,0.4143634056079047,0.570087712549569,0.37215588131856786,0.39796380249099306,0.4341658669218482
1,0.2483948469674844,0.2703284495414208,0.3255764119219941,0.354400902933387,0.4030448178590173,0.4308131845707603
4,0.31827660925679097,0.3553788750701769,0.42520583250938593,0.2529822128134704,0.27419077983301926,0.3324154027718932
4,0.34655446902326914,0.4600520799494093,0.5560575509783138,0.2823118842698621,0.4266452901562762,0.5375872022286245
2,0.3061045573002793,0.36530928931169965,0.46861498055439926,0.32249030993194194,0.37936437127392464,0.45803929962395146
1,0.2842534080710379,0.2955654420366805,0.3047950130825634,0.31304951684997057,0.3856770556925288,0.48836461788299124
2,0.2973213749463701,0.3181681229026271,0.3324154027718932,0.36400549446402586,0.4005840204307988,0.46141087980237305
1,0.2906888370749727,0.3006880342485003,0.318276609256791,0.3573513677041128,0.4537124618683118,0.5173973328110612
2,0.2906888370749727,0.30030357425744025,0.3111269837220809,0.378549864614954,0.4282659038422604,0.466476151587624
1,0.29832867780352595,0.3047614219226834,0.3111269837220809,0.4052159917870962,0.47144409115742214,0.5131276644266999
2,0.29,0.2972901556180915,0.3047950130825634,0.4301162633521313,0.4581350894133874,0.49648766349225637
2,0.2765863337187866,0.28624953407938475,0.30413812651491096,0.42059481689626177,0.48599353563116265,0.5300943312279428
2,0.282842712474619,0.3005524506676108,0.35468295701936403,0.37589892258425006,0.4728081361684194,0.521536192416212
1,0.36124783736376886,0.45473851994397796,0.5630275304103699,0.3023243291566195,0.34423470996911776,0.37589892258425006
2,0.3138470965295043,0.37754424787300894,0.5360037313302959,0.28284271247461906,0.29123498004859755,0.29832867780352595
1,0.32695565448543634,0.4164807930310472,0.4841487374764082,0.2720294101747089,0.287954675044472,0.2941088233970549
2,0.3220248437620924,0.36311155030416775,0.4525483399593904,0.2640075756488817,0.27181604356108924,0.280178514522438
1,0.3448187929913334,0.4423188908068218,0.532634959423431,0.2483948469674844,0.25814879831047155,0.2720294101747089
2,0.30870698080866266,0.37403320688663333,0.4810405388322277,0.23853720883753127,0.24866295795825197,0.2641968962724581
2,0.32649655434629016,0.4298918038095434,0.5122499389946279,0.23769728648009425,0.24229667019039292,0.25079872407968906
2,0.26248809496813374,0.38521359576416603,0.4455333881989093,0.22360679774997894,0.25551796651120473,0.34409301068170506
1,0.21400934559032694,0.2289493658587216,0.25495097567963926,0.35805027579936316,0.41964657272941475,0.4701063709417263
3,0.23021728866442678,0.2650808214376609,0.2941088233970549,0.2469817807045694,0.3476937297467505,0.4295346318982906
