event,l_space_min,l_space_mean,l_space_max,r_space_min,r_space_mean,r_space_max
4,0.22203603311174516,0.2781906106350759,0.3178049716414141,0.19209372712298547,0.24170622976163025,0.3606937759374287
2,0.22803508501982758,0.2572703241625955,0.3417601498127012,0.21213203435596426,0.28741156684713404,0.4263801121065568
2,0.2690724809414742,0.30431630569354196,0.3255764119219941,0.24839484696748443,0.43849488096158057,0.5887274411814011
4,0.26907248094147423,0.4150879127443626,0.5360037313302959,0.212602916254693,0.25555285413918455,0.3220248437620924
2,0.21400934559032694,0.27239974409643336,0.367967389859482,0.19209372712298547,0.2316682728226855,0.33734255586865997
1,0.23345235059857505,0.266600358362965,0.28425340807103794,0.2280350850198276,0.3894727377030018,0.6040695324215584
4,0.2340939982143925,0.3362108941277226,0.4428317965096906,0.23345235059857503,0.30230768689285226,0.44204072210600687
1,0.22203603311174516,0.2904866477168703,0.48052055106935854,0.2641968962724581,0.37144934965384896,0.5748912940721924
2,0.25238858928247926,0.2819048825054008,0.32015621187164245,0.3080584360149873,0.3598496693665281,0.4313930922024598
1,0.31827660925679097,0.37303183736576734,0.4382921400162225,0.323882694814033,0.37110107668383185,0.4244997055358225
1,0.2906888370749727,0.302875037625323,0.3269556544854363,0.34885527085024814,0.40013032678937926,0.4220189569201839
4,0.2640075756488817,0.2850975854470852,0.3220248437620924,0.24839484696748443,0.29559809367636025,0.33241540277189324
4,0.2884441020371192,0.40938217273352756,0.5,0.24758836806279894,0.41846278739458453,0.5442425929675111
2,0.24758836806279894,0.294272756507231,0.38910152916687435,0.24596747752497686,0.30595599839553467,0.4410215414239989
1,0.23345235059857503,0.24899032324374096,0.2780287754891569,0.32015621187164245,0.5281551818178134,0.6815423684555494
2,0.24839484696748443,0.3282621878947389,0.4632493928760188,0.15297058540778358,0.31875056558200554,0.5728001396647874
1,0.304138126514911,0.3501808269535969,0.4609772228646444,0.2340939982143925,0.564443039612128,0.6888396039717809
2,0.31304951684997057,0.37178148716727416,0.42296571965113205,0.147648230602334,0.3218433025717166,0.5981638571495272
1,0.3178049716414141,0.35302494542315904,0.40112342240263166,0.26570660511172844,0.5311597928421995,0.689492567037528
2,0.31622776601683794,0.35514268965883716,0.39051248379533277,0.14422205101855956,0.3469882066259716,0.6041522986797286
2,0.2879236009777594,0.32399418882529707,0.37013511046643494,0.3301514803843836,0.5111931402299797,0.6815423684555495
2,0.29154759474226505,0.31586061774406904,0.3352610922848042,0.3612478373637689,0.429939278535748,0.5685947590331799
1,0.30886890422961005,0.362275316682769,0.5096076922496363,0.2701851217221259,0.3498404177263202,0.40718546143004664
2,0.2202271554554524,0.3486103629033649,0.5246903848937963,0.26248809496813374,0.3041127712998332,0.34669871646719436
1,0.2420743687382041,0.32098731520354096,0.4622769732530488,0.3124099870362662,0.3208719122032012,0.3301514803843836
2,0.23853720883753127,0.3876078994191963,0.5322593352868505,0.28600699292150183,0.29696785102575957,0.3047950130825634
1,0.2780287754891569,0.3754605554830032,0.5385164807134505,0.261725046566048,0.26852839672162726,0.2780287754891569
2,0.19798989873223333,0.3344318717504076,0.5292447448959696,0.2720294101747089,0.28559447475409033,0.3
2,0.30528675044947495,0.41065807973463325,0.5255473337388366,0.261725046566048,0.2662504957748455,0.2831960451701259
2,0.250798724079689,0.3255361198514418,0.4695742752749559,0.26907248094147423,0.29662945625975756,0.3623534186398688
1,0.27784887978899614,0.30145621795980604,0.31890437438203945,0.3764306044943743,0.4743003462272961,0.5546169849544819
3,0.28017851452243797,0.31419829667437993,0.34669871646719436,0.23409399821439253,0.3037966013182008,0.4780167361086848
1,0.206155281280883,0.3129001276062909,0.37589892258425006,0.22825424421026658,0.26794553804518956,0.29832867780352595
2,0.34205262752974136,0.352767803756803,0.36235341863986875,0.2831960451701259,0.36782736216673284,0.44045431091090487
1,0.3328663395418648,0.33906184794570726,0.34669871646719436,0.38470768123342686,0.47923586172381055,0.5830951894845301
3,0.31304951684997057,0.32352359175905326,0.3342154993413681,0.16999999999999998,0.34439119763660364,0.5099019513592784
1,0.31320919526731655,0.3286940983131026,0.3453983207834109,0.1345362404707371,0.3916352551847498,0.5323532661682465
2,0.3001666203960727,0.3263877611789667,0.3443835071544513,0.30870698080866266,0.3944746306864568,0.4875448697299562
1,0.28178005607210743,0.34688125036267264,0.3996248240537617,0.2640075756488817,0.30350709588189984,0.3522782990761708
3,0.25632011235952595,0.2942549285525317,0.327566787083184,0.31400636936215165,0.36081069541884253,0.38897300677553454
1,0.23769728648009425,0.2567020450031981,0.26925824035672524,0.3220248437620924,0.3869536226184937,0.4527692569068708
2,0.21213203435596426,0.24920247958607356,0.2831960451701259,0.32015621187164245,0.3473638355711647,0.37735924528226417
2,0.266270539113887,0.27067250553524674,0.2778488797889961,0.3560898762952971,0.36814998285808004,0.3827531841800928
1,0.2692582403567252,0.2825458874373695,0.3,0.36235341863986875,0.4177241230211406,0.4622769732530488
1,0.3,0.31929430073378606,0.3397057550292606,0.32649655434629016,0.4075551206006442,0.4622769732530488
2,0.3124099870362662,0.3294873348284693,0.35510561809129404,0.261725046566048,0.35954852340064564,0.38275318418009274
4,0.2758622844826744,0.31296863171708783,0.3551056180912941,0.19313207915827965,0.24396425904828908,0.28460498941515416
1,0.21540659228538014,0.311534275185635,0.39357337308308854,0.2778488797889961,0.29999832968496215,0.3905124837953327
4,0.23323807579381203,0.2514605502910629,0.266270539113887,0.21633307652783934,0.3090003069515273,0.4560701700396552
1,0.23600847442411893,0.3672114380393298,0.4972926703662543,0.24041630560342617,0.4395070222186004,0.61400325732035
2,0.38078865529319544,0.39554043383646437,0.4161730409336963,0.2601922366251538,0.3696298287540626,0.5385164807134505
1,0.25298221281347033,0.35849605565855647,0.425205832509386,0.25059928172283336,0.2648246883531862,0.27658633371878666
4,0.250798724079689,0.2718783504046037,0.291547594742265,0.2692582403567252,0.3864133488003158,0.43139309220245986
3,0.24758836806279894,0.2670463751316513,0.28425340807103794,0.34785054261852166,0.3879795525812461,0.4346262762420146
2,0.18110770276274832,0.2433873970593992,0.3132091952673165,0.3511409973215887,0.4264337073579938,0.49729267036625424
2,0.191049731745428,0.242475290905354,0.31384709652950427,0.4661544808322666,0.5191678895123192,0.5693856338194704
4,0.3080584360149873,0.39947663863154936,0.5323532661682466,0.3920459156782532,0.4544006775098755,0.5188448708429139
2,0.22561028345356957,0.29946896862917477,0.5048762224545735,0.25495097567963926,0.34174127772292284,0.4455333881989093
2,0.212602916254693,0.23506685854397186,0.25298221281347033,0.2823118842698621,0.42016093867049625,0.644980619863884
2,0.25495097567963926,0.35480617965126077,0.5336665625650534,0.42720018726587655,0.5449085347846238,0.6363961030678927
3,0.38013155617496425,0.42555470221709724,0.5239274758971895,0.30463092423455634,0.3787237034894732,0.49203658400570177
2,0.16278820596099705,0.27993079527720904,0.38013155617496425,0.3138470965295043,0.40480318657803216,0.5208646657242167
2,0.17804493814764855,0.21533784962240404,0.2816025568065745,0.4318564576337837,0.47328205019487607,0.5261178575186363
3,0.2745906043549196,0.41204780570299754,0.5059644256269407,0.42544094772365293,0.43849575661320384,0.45354161881794264
2,0.130384048104053,0.3098808629247927,0.48383881613611773,0.388329756778952,0.4019605906219731,0.4272001872658766
3,0.25238858928247926,0.363900221238623,0.5385164807134505,0.3905124837953327,0.398436021465738,0.4045985664828782
2,0.21400934559032697,0.34252107131869486,0.47169905660283024,0.39824615503479754,0.4200433401985864,0.46043457732885357
2,0.20223748416156687,0.22421355621146705,0.24166091947189147,0.2720294101747089,0.37760553031674177,0.48764741360946434
1,0.22825424421026658,0.3015026236965826,0.48373546489791297,0.23769728648009422,0.26890119217069175,0.29546573405388316
1,0.37483329627982626,0.4351434777993682,0.5360037313302959,0.266270539113887,0.3843750734966339,0.4788527957525151
4,0.2973213749463701,0.32222944403414017,0.3827531841800928,0.41231056256176607,0.4263086246879257,0.4472135954999579
4,0.3111269837220809,0.32681674753204815,0.3397057550292606,0.425205832509386,0.4737507974863573,0.518555686498567
4,0.2607680962081059,0.3021346442642531,0.3606937759374287,0.3920459156782532,0.43755893893765574,0.47423622805517496
1,0.2973213749463701,0.3629477067644071,0.42154477816715985,0.31384709652950427,0.3821344651459963,0.46754678910243835
2,0.3301514803843836,0.3447714489964344,0.3606937759374287,0.32449961479175904,0.34324397793479156,0.35608987629529715
1,0.30000000000000004,0.31498079940236795,0.3342154993413681,0.34828149534535996,0.35527925848155145,0.36235341863986875
1,0.340587727318528,0.36410350621565646,0.3818376618407357,0.33970575502926054,0.3561045164456637,0.3687817782917155
