event,l_space_min,l_space_mean,l_space_max,r_space_min,r_space_mean,r_space_max
4,0.14422205101855956,0.18805483303760503,0.27658633371878666,0.13453624047073712,0.1756084149185201,0.2435159132377184
2,0.161245154965971,0.17869516085532494,0.215870331449229,0.2193171219946131,0.23730281675183051,0.26248809496813374
2,0.17888543819998315,0.24707234496163782,0.2920616373302047,0.2051828452868319,0.24606465371413086,0.3189043743820395
4,0.19798989873223338,0.25250929139031747,0.31906112267087633,0.2080865204668481,0.23046643209222206,0.2469817807045694
2,0.1627882059609971,0.17460926824491826,0.19798989873223338,0.17691806012954134,0.20093765789813567,0.23409399821439247
1,0.17691806012954137,0.2252960756683432,0.2624880949681338,0.23345235059857503,0.2928828369342062,0.4081666326391711
4,0.21633307652783937,0.2681157003703572,0.33734255586866,0.24083189157584592,0.2521447634794744,0.27294688127912364
1,0.15999999999999998,0.20879222050706525,0.2720294101747089,0.24698178070456936,0.29653523786161096,0.354400902933387
2,0.206155281280883,0.2351325476834305,0.260768096208106,0.17464249196572976,0.19134441925100343,0.2193171219946131
1,0.21213203435596428,0.26676428123408324,0.34713109915419565,0.16155494421403513,0.2417722363004924,0.30610455730027936
1,0.21931712199461312,0.22131389636949997,0.22472205054244226,0.25238858928247926,0.26995694375888635,0.28653097563788804
4,0.2247220505424423,0.23905935574154658,0.2745906043549196,0.31304951684997057,0.328565550683309,0.34885527085024814
4,0.22825424421026663,0.25839642862003315,0.317804971641414,0.26925824035672524,0.3255149990627099,0.4494441010848846
2,0.19416487838947594,0.23329909664935122,0.3087069808086626,0.3264965543462902,0.35945813223063733,0.4440720662234903
1,0.23430749027719955,0.24563988680664303,0.2549509756796392,0.34176014981270125,0.4232159308266909,0.5166236541235796
2,0.16124515496597103,0.2166159639289874,0.24758836806279894,0.38013155617496425,0.39380264428658956,0.412310562561766
1,0.21023796041628634,0.21953652849687086,0.22803508501982758,0.3534119409414458,0.38191791509480527,0.4301162633521313
2,0.20808652046684814,0.21351317865682368,0.22803508501982764,0.3847076812334269,0.3976367745407697,0.4161730409336962
1,0.21400934559032697,0.22513816634583414,0.2360084744241189,0.3911521443121589,0.45046485878898596,0.5047771785649585
2,0.22203603311174513,0.2296396425584017,0.24207436873820407,0.47201694884823786,0.48361968253582754,0.494064773081425
2,0.22022715545545238,0.2233842974235405,0.2360084744241189,0.4801041553663121,0.5087978441974067,0.5353503525729669
2,0.21633307652783937,0.22197699967213455,0.22671568097509265,0.47885279575251516,0.51463727149741,0.5408326913195983
1,0.21023796041628642,0.22063392534110973,0.24698178070456941,0.4031128874149275,0.444891954701192,0.4785394445602159
2,0.17804493814764855,0.18973753171367366,0.21023796041628642,0.3511409973215887,0.3665185826445238,0.4031128874149275
1,0.18384776310850237,0.2185588709603108,0.26000000000000006,0.2941088233970548,0.320156067437194,0.3453983207834108
2,0.16552945357246845,0.18864092470340063,0.21023796041628637,0.27202941017470883,0.28794596537236894,0.30016662039607267
1,0.20099751242241787,0.22544867570571303,0.26019223662515384,0.29154759474226505,0.29845446606752196,0.3138470965295043
2,0.21931712199461315,0.23343739234554275,0.24738633753705966,0.32249030993194194,0.33109879279773596,0.34438350715445126
2,0.21840329667841557,0.23196551027329537,0.2451530134426253,0.2906888370749727,0.30646646669463345,0.3178049716414141
2,0.2256102834535696,0.2426680308524961,0.26000000000000006,0.299666481275434,0.3084079929807005,0.3289376840679705
1,0.21470910553583897,0.23211467645278536,0.24207436873820412,0.316227766016838,0.35643865183634194,0.4114608122288197
3,0.21633307652783934,0.2277773368054388,0.23600847442411887,0.33286633954186473,0.36620492042092256,0.4070626487409523
1,0.1992485884517128,0.21663127506358046,0.24186773244895654,0.3443835071544513,0.3623944316276469,0.38483762809787714
2,0.1802775637731995,0.19613305278202148,0.20396078054371145,0.3361547262794322,0.347987677069114,0.3584689665786985
1,0.1860107523773828,0.21031365138863,0.22803508501982753,0.3584689665786985,0.39211759024518195,0.42720018726587655
3,0.2140093455903269,0.220058832979904,0.22803508501982753,0.3661966684720111,0.3894971540797116,0.408166632639171
1,0.2121320343559642,0.22207725532215422,0.2267156809750926,0.2549509756796392,0.27933830690891087,0.34205262752974136
2,0.19798989873223333,0.20630041721744294,0.21213203435596428,0.26248809496813374,0.296460525374217,0.32202484376209245
1,0.18384776310850232,0.2084509283547182,0.27459060435491955,0.2906888370749727,0.29741634460506744,0.30413812651491096
3,0.16278820596099705,0.1850379986934079,0.2236067977499789,0.2863564212655271,0.29416133860837657,0.3087069808086626
1,0.18110770276274826,0.20013537405111295,0.21931712199461306,0.291547594742265,0.3019435273217652,0.3101612483854165
2,0.21095023109728983,0.22062641311266223,0.23086792761230396,0.2823118842698621,0.2903767273451235,0.30083217912982646
2,0.21095023109728983,0.21455443724002188,0.21931712199461306,0.2863564212655271,0.29136573271867644,0.2954657340538831
1,0.21470910553583886,0.24476320019247746,0.26627053911388693,0.2823118842698621,0.28539045442732974,0.291547594742265
