timestamp,passed_time,side,cut_length,time,speed,event_type,start,end
2021.4.16 15:41:16:521,3.125,left,0.13242640687119267,0.145,0.9132855646289152,0,230,242
2021.4.16 15:41:17:53,3.657,left,0.6060784794915682,0.335,1.809189491019607,4,261,290
2021.4.16 15:41:17:132,3.736,right,0.8341049324420962,0.402,2.0748878916470046,4,262,297
2021.4.16 15:41:17:504,4.1080000000000005,right,0.25396210439064065,0.205,1.2388395336128812,2,313,330
2021.4.16 15:41:17:966,4.57,right,0.9382634235473566,0.45399999999999996,2.0666595232320635,2,332,368
2021.4.16 15:41:18:271,4.875,right,0.1853516942700324,0.179,1.0354843255309072,2,381,396
2021.4.16 15:41:18:710,5.314,left,0.7299671125786638,0.428,1.7055306368660368,2,398,435
2021.4.16 15:41:19:310,5.914,left,0.8741600196840251,0.39,2.241435947907757,4,455,489
2021.4.16 15:41:19:333,5.937,right,1.0741783220596015,0.5469999999999999,1.9637629288109724,4,443,491
2021.4.16 15:41:20:171,6.775,right,1.2797120324201627,0.5469999999999999,2.339510114113643,2,518,566
2021.4.16 15:41:20:630,7.234,right,0.6650713667395437,0.405,1.6421515228136883,1,572,607
2021.4.16 15:41:20:898,7.502000000000001,left,1.0224699951639198,0.43799999999999994,2.3344063816527854,1,593,631
2021.4.16 15:41:21:164,7.768,right,0.2118691259711844,0.157,1.3494848787973528,4,642,655
2021.4.16 15:41:21:532,8.136000000000001,left,1.2422342901153594,0.452,2.7483059515826533,4,648,688
2021.4.16 15:41:21:566,8.17,right,0.8477947729673825,0.391,2.168273076642922,4,657,691
2021.4.16 15:41:21:996,8.6,left,0.1365685424949237,0.149,0.91656739929479,1,717,729
2021.4.16 15:41:22:772,9.376,right,2.173587684973886,1.05,2.070083509498939,2,706,799
2021.4.16 15:41:22:808,9.412,left,0.7166824179894615,0.40299999999999997,1.7783682828522618,2,767,802
2021.4.16 15:41:23:130,9.734,left,0.18317108287336764,0.15500000000000005,1.181748921763662,1,818,831
2021.4.16 15:41:23:521,10.125,right,1.2542968877376997,0.6709999999999999,1.8692949146612512,1,807,866
