timestamp,passed_time,side,cut_length,time,speed,event_type,start,end
2021.4.4 16:59:00:477,0.8109999999999999,left,0.13414213562373084,0.201,0.6673738090732877,0,24,33
2021.4.4 16:59:03:105,3.4389999999999996,right,0.21135756700016173,0.25,0.8454302680006469,4,220,235
2021.4.4 16:59:03:897,4.231,right,0.20684823939550706,0.165,1.2536256933061032,2,275,286
2021.4.4 16:59:04:438,4.772,right,0.18925536114306826,0.285,0.6640538987476079,2,299,311
2021.4.4 16:59:04:801,5.135,left,0.13089074649698804,0.135,0.9695610851628744,2,332,340
2021.4.4 16:59:05:335,5.669,right,0.3281839812892847,0.47700000000000004,0.6880167322626514,4,344,367
2021.4.4 16:59:05:385,5.718999999999999,left,0.4083301000128307,0.573,0.7126179755895824,4,342,370
2021.4.4 16:59:06:196,6.53,right,0.6072035300988703,0.603,1.0069710283563356,2,388,417
2021.4.4 16:59:06:537,6.871,right,0.17485281374238573,0.19,0.9202779670651879,2,431,445
2021.4.4 16:59:06:823,7.157,right,0.13071067811865478,0.258,0.5066305353436231,1,449,460
2021.4.4 16:59:06:912,7.246,left,0.3191107443034698,0.365,0.8742760117903282,1,447,464
2021.4.4 16:59:07:632,7.966,right,0.24102076194382635,0.27,0.8926694886808383,4,495,509
2021.4.4 16:59:07:649,7.983,left,0.7076967984830004,0.5539999999999999,1.2774310441931414,4,473,510
2021.4.4 16:59:07:939,8.273,left,0.16681433796945194,0.267,0.6247728013837152,4,512,524
2021.4.4 16:59:08:106,8.44,right,0.3340566266311701,0.37799999999999995,0.8837476895004499,4,514,536
2021.4.4 16:59:08:755,9.089,left,0.3946925829514456,0.46799999999999997,0.8433602199817213,2,552,572
2021.4.4 16:59:09:18,9.352,left,0.14899494936611654,0.14400000000000002,1.034687148375809,2,581,591
2021.4.4 16:59:09:647,9.981,right,0.4359126984337372,0.532,0.8193847714919872,1,600,624
2021.4.4 16:59:09:794,10.128,left,0.18656854249492366,0.259,0.7203418629147633,1,619,635
2021.4.4 16:59:10:442,10.776,left,0.6147834194192867,0.542,1.1342867516961008,4,645,670
2021.4.4 16:59:10:455,10.789000000000001,right,0.5492260206868127,0.509,1.0790295101902017,4,648,671
2021.4.4 16:59:11:67,11.401,left,0.5581347026434826,0.461,1.2107043441290295,4,684,710
