uid,event,cut_mean,cut_max,cut_min,cut_std,cut_var,speed_mean,speed_max,speed_min,speed_std,speed_var,space_mean,space_max,space_min,gender,age,height,weight,fre_side,VR_exp,game_fre,sport_fre,difficulty,enjoyment,fatigue,personality,familiarity
10,2,0.6429129863066372,1.8981804153582158,0.10656854249492376,0.3589318945368711,0.12883210491582756,1.5225942784641986,2.9398606670567813,0.02772598953378536,0.4316715704725126,0.18634034475420538,0.3544798139372509,0.7119691004531026,0.0728010988928052,1,22,170,65,2,1,3,3,2,3,1,1,0
10,3,0.6433095682418476,1.2070116620608236,0.1570674230225704,0.33738968635531824,0.11383180045894002,1.5384253424152279,2.3788171300670844,0.5949523599339788,0.40741635184021935,0.1659880837467934,0.36628028691346803,0.6847627326307997,0.16155494421403513,1,22,170,65,2,1,3,3,2,3,1,1,0
10,4,0.7121422396592741,1.9129758327870536,0.1024264068711929,0.45552034899117283,0.20749878834503988,1.5709154022140441,3.4589146716063155,0.049396734998026826,0.4916334202647124,0.24170341992117936,0.3817251518565541,0.7111258679024409,0.16401219466856728,1,22,170,65,2,1,3,3,2,3,1,1,0
11,1,0.4370497804178775,1.3314574698046138,0.10099771282656073,0.25993648468927677,0.06756697607261862,1.2048075456943066,3.3878136591019916,0.09363142658945246,0.4141582994870168,0.1715270970339775,0.35443312663180326,0.5745432968889289,0.08246211251235322,1,21,175,85,2,1,1,2,2,5,1,2,0
11,2,0.42448925444496605,1.3264600685179735,0.1007106781186548,0.26324469155596086,0.06929776763239297,1.177938109609611,3.891964490804343,0.039375975434926984,0.4184595618057605,0.1751084048666691,0.3359913209487252,0.5748912940721924,0.08246211251235322,1,21,175,85,2,1,1,2,2,5,1,2,0
11,3,0.5245228713654155,1.192173704412429,0.10656854249492388,0.2731837202948181,0.0746293450341174,1.1929369202801094,2.013806933129103,0.4694649449115589,0.3786859907430886,0.1434030795850746,0.361723869849912,0.5742821606144493,0.13453624047073715,1,21,175,85,2,1,1,2,2,5,1,2,0
11,4,0.47120858537173993,1.264348297310866,0.10114383155010646,0.2491077491651924,0.06205467069414842,1.1871385420306666,2.3181322322976228,0.2084772587241781,0.3590992303305975,0.1289522572240275,0.35999458582754384,0.5727128425310541,0.12041594578792295,1,21,175,85,2,1,1,2,2,5,1,2,0
12,1,0.5513659709229131,1.6488689475526062,0.10071067811865478,0.37294287344700316,0.13908638685490743,1.262616494132065,2.286843477986204,0.0267538799754214,0.40192670857600593,0.16154507906674162,0.4692438089624855,0.9167878707749136,0.10295630140987,1,23,187,75,2,2,1,4,3,5,1,1,0
12,2,0.5477248715071378,1.6613554031508493,0.10828427124746184,0.35229977275913754,0.12411512988613996,1.2179101865660291,2.4231077979202382,0.02897205246254405,0.38975447100094535,0.15190854766522677,0.46001922341484336,0.8772684879784524,0.14999999999999994,1,23,187,75,2,2,1,4,3,5,1,1,0
12,3,0.5514159969458741,1.1802241916955805,0.1538890505706125,0.3344716007615716,0.11187125171600816,1.4075588681109397,2.181149508473682,0.9214913207821106,0.3246821952843991,0.10541852793469669,0.4370093076176659,0.8140024569987491,0.1772004514666935,1,23,187,75,2,2,1,4,3,5,1,1,0
12,4,0.5424942747027028,1.7422416582271103,0.10231551362179037,0.3795032118478703,0.14402268780284952,1.2717119437024955,2.5535912901118016,0.01890663457206316,0.42383764144675296,0.1796383463071463,0.48139858524254775,0.9211405973031479,0.1676305461424021,1,23,187,75,2,2,1,4,3,5,1,1,0
13,1,0.29381681751596894,0.9256476588069938,0.10064495102245988,0.167576675513393,0.028081942176121012,0.9028593338610674,1.7652065328339481,0.21379010119791966,0.2344903578583407,0.05498572792853268,0.4605114818245617,0.6997142273814362,0.21931712199461312,1,21,173,70,2,1,3,6,4,4,2,2,0
13,2,0.29077936510271246,0.9166112755191396,0.10071067811865464,0.15687685995155315,0.02461034918825922,0.8954709502381184,1.7577715318545115,0.4822346771459132,0.20680445467661168,0.04276808247409073,0.44931903178727445,0.6809552114493288,0.194164878389476,1,21,173,70,2,1,3,6,4,4,2,2,0
13,3,0.25503097115954676,0.7596149531314111,0.10300563079745778,0.14876074265421052,0.022129758555032252,0.8781484169369764,1.4069895278594795,0.4625735813290629,0.2287592900745163,0.052330812795396704,0.4520800997777866,0.6262587324740471,0.1984943324127921,1,21,173,70,2,1,3,6,4,4,2,2,0
