uid,event,cut_mean,cut_max,cut_min,cut_std,cut_var,speed_mean,speed_max,speed_min,speed_std,speed_var,space_mean,space_max,space_min,gender,age,height,weight,fre_side,VR_exp,game_fre,sport_fre,difficulty,enjoyment,fatigue,personality,familiarity
27,3,0.6284447883464844,1.0302663384760222,0.10292528739883944,0.27221416826286066,0.07410055340304102,1.6335010075854786,2.670051955360171,0.9068622731199474,0.3965586415983517,0.15725875622632993,0.3440450679009297,0.6126989472816157,0.10630145812734647,1,20,176,69,2,3,2,2,3,4,3,1,1
27,4,0.5340997725610159,1.1193745989289354,0.10242640687119288,0.2269424291796433,0.05150286616195742,1.5257132208715571,2.4267514650890627,0.5148658174167565,0.32048079572891564,0.10270794043103894,0.3415835613288235,0.620322496770833,0.1063014581273465,1,20,176,69,2,3,2,2,3,4,3,1,1
28,1,0.4225412372379683,1.0078879165342975,0.10000000000000006,0.2153195275992462,0.04636249896556254,1.4432530464396347,2.4686911791223998,0.6846930770048983,0.3424436040549079,0.11726762195811453,0.36693031825785694,0.6236986451805071,0.094339811320566,1,19,173,69,2,1,3,2,2,3,2,1,0
28,2,0.4357763025440615,0.9910703366483712,0.10000000000000007,0.2040834520947078,0.04165005541889289,1.4213149091384456,2.5967305527350137,0.5538246643901128,0.3135594566943432,0.09831953288245171,0.3444058236725196,0.6262587324740471,0.1140175425099138,1,19,173,69,2,1,3,2,2,3,2,1,0
28,3,0.45965496354562646,1.0105866312691787,0.10656854249492388,0.24550354030566146,0.06027198830261354,1.4331184030061028,2.25577373051156,0.8855870552040144,0.35878416237206934,0.1287260751690274,0.3632125563601104,0.5984145720150873,0.147648230602334,1,19,173,69,2,1,3,2,2,3,2,1,0
28,4,0.4128392107308387,0.9824153664592716,0.10071067811865476,0.2079187331925098,0.04323019961237808,1.421388223589784,2.4882614725063377,0.5275199817514116,0.34686397382108647,0.12031461633495534,0.37197792383999406,0.5990826320300063,0.14212670403551894,1,19,173,69,2,1,3,2,2,3,2,1,0
29,1,0.6404206167377604,1.8833484699361431,0.10064495102245977,0.3932504912513369,0.1546459488694178,1.590601973974138,3.1038183452876065,0.5190733353583448,0.4777299874233223,0.22822594088348766,0.4255249221876142,0.8062257748298549,0.0894427190999916,1,21,178,70,2,1,3,1,3,5,1,1,1
29,2,0.6433407820644061,1.8537920267236605,0.10146264369941957,0.3634930206818154,0.13212717608439067,1.5559007552482966,3.0753348185075144,0.4834119252118834,0.450836055231872,0.2032531486970355,0.3974317291291553,0.7513321502504734,0.09219544457292883,1,21,178,70,2,1,3,1,3,5,1,1,1
29,3,0.5709573145620745,1.4748621472659764,0.10071067811865476,0.4544455006926762,0.20652071309981718,1.533840673785319,2.8700014445696818,0.5643241638931878,0.6328282305341701,0.40047156936100886,0.4247216961523326,0.7000714249274855,0.128062484748657,1,21,178,70,2,1,3,1,3,5,1,1,1
29,4,0.6455592997551214,1.6752905053629743,0.10064495102245988,0.3754622146683039,0.14097187464362748,1.665749750566142,3.2669090903545293,0.5531097070985583,0.5346643582623457,0.28586597599608593,0.4268993047198388,0.7818567643756751,0.09219544457292886,1,21,178,70,2,1,3,1,3,5,1,1,1
30,1,0.3324562501714857,0.910879314735704,0.10009967675098254,0.1788124465375606,0.03197389103674797,1.1788610654893457,2.3748928145325316,0.4551167541680031,0.3492103500111934,0.1219478685549402,0.40716114489713773,0.7527283706623525,0.17464249196572987,1,19,180,85,2,1,3,3,3,4,2,2,0
30,2,0.33359968175748006,0.8731106649634491,0.10009967675098252,0.18267358808326692,0.03336963978321508,1.1545045735675614,2.102057358982532,0.4268120312447992,0.31340781117023925,0.09822445610252035,0.4082067564677463,0.766550715869472,0.15811388300841905,1,19,180,85,2,1,3,3,3,4,2,2,0
30,3,0.35626315918286117,0.8160812359167348,0.12106343992275564,0.1998602418083297,0.03994411625568402,1.2676732174561205,2.1632600069176413,0.5233052069945082,0.3853204843941,0.14847187569370385,0.40540002551995513,0.6621933252457322,0.18439088914585766,1,19,180,85,2,1,3,3,3,4,2,2,0
30,4,0.37921518049030745,0.9119671472558074,0.10656854249492384,0.20857235616629907,0.04350242775676152,1.2448837604426937,2.387035069625824,0.4799580607271847,0.3402090876116428,0.11574222329354644,0.41656542303991,0.7515317691222375,0.15556349186104046,1,19,180,85,2,1,3,3,3,4,2,2,0
31,1,0.46671582920011545,1.3409192587017742,0.1007106781186547,0.27166880052563747,0.07380393717903859,1.4374826568620598,2.565674118381461,0.4944640913079472,0.4500512703317,0.20254614592717693,0.36432908819792076,0.6400781202322103,0.09219544457292887,1,18,163,55,2,1,4,2,1,4,2,1,0
31,2,0.46732013565610725,1.2552067242985403,0.10064495102245984,0.2447807541186571,0.05991761758689847,1.3987991992162148,2.479985396959123,0.49391882059945397,0.40187704717601713,0.1615051610469147,0.3464092186836384,0.6296824596572467,0.09899494936611666,1,18,163,55,2,1,4,2,1,4,2,1,0
31,3,0.5425464673069846,1.3588648350744057,0.10242640687119288,0.3458711478673396,0.11962685092707107,1.4866970038606095,2.296832040744917,0.2633255685594294,0.5373432641211162,0.28873778349633566,0.37495183774264584,0.6350590523722972,0.1526433752247375,1,18,163,55,2,1,4,2,1,4,2,1,0
31,4,0.44529639351830685,1.3097579129181167,0.10071067811865464,0.24319234718271884,0.059142517728240064,1.4681180737032595,2.783200561684086,0.4831554461877132,0.4751531289496432,0.22577049595063622,0.3644247416145444,0.6229767250869008,0.15556349186104046,1,18,163,55,2,1,4,2,1,4,2,1,0
32,1,0.3816233897545189,0.990438264485106,0.10064495102245988,0.1980754813539674,0.039233896313605895,1.2054834590405172,2.632976971260132,0.4777162184574816,0.3870085278772929,0.1497756006497494,0.3519292450512316,0.6407027391856539,0.09899494936611666,1,19,180,95,2,1,4,4,3,4,2,1,0
32,2,0.38665500909321593,1.0278676380562322,0.10210759472187952,0.19029496291628126,0.036212172911308856,1.2310815315668189,2.644188865275201,0.4472768859004058,0.38261708712411413,0.14639583535934195,0.3381521321228267,0.6262587324740471,0.09219544457292887,1,19,180,95,2,1,4,4,3,4,2,1,0
32,3,0.5279900194162247,0.9980265715506558,0.12252608362217532,0.227427264763385,0.05172316075775482,1.3893268511080976,2.371941607701295,0.4859133015563376,0.47091210384207083,0.22175820954496528,0.3427969773735049,0.6243396511515187,0.17029386365926394,1,19,180,95,2,1,4,4,3,4,2,1,0
32,4,0.41236156506043964,1.0259518914712824,0.1014626436994198,0.2041702424938089,0.04168548791998073,1.2567541275814749,2.8951876359836164,0.4529582308009813,0.41661016251267563,0.173564027508838,0.36461149763665024,0.6389053137985315,0.13928388277184114,1,19,180,95,2,1,4,4,3,4,2,1,0
33,1,0.8860179446521146,2.6546708952857663,0.10064495102245982,0.5624357093773461,0.31633392718279857,1.59150668413668,3.0387556603931123,0.028553330618921374,0.5458404041898627,0.29794174684615266,0.3831059979409803,0.6868041933477109,0.022360679774997904,1,20,165,60,2,1,2,2,3,3,3,2,1
33,2,0.8202189014839445,2.5796923505870994,0.10071067811865464,0.5283896997533237,0.27919567480540763,1.5127511558734592,2.7751207138431107,0.21719862470585632,0.5590203735577245,0.31250377805261786,0.3421400298645104,0.7119691004531026,0.0360555127546399,1,20,165,60,2,1,2,2,3,3,3,2,1
33,3,0.8878805419373232,2.5051096390063705,0.11974691494688153,0.702473746801613,0.49346936494549676,1.5901407146983693,2.67405559935218,0.4967517618051636,0.6099938442693227,0.3720924900464667,0.3702425762671117,0.6762396025078685,0.13038404810405296,1,20,165,60,2,1,2,2,3,3,3,2,1
33,4,1.0450372902642622,2.646900539138909,0.10388905057061262,0.5774337337566519,0.3334297168801479,1.7128170945018377,3.3699957620752348,0.5575454930715896,0.5400537454972035,0.2916580480255582,0.3822446647405403,0.7111961754677819,0.11180339887498948,1,20,165,60,2,1,2,2,3,3,3,2,1
34,1,0.3382985288851832,0.8007897754708224,0.10000000000000007,0.16552191222485393,0.02739750342657225,1.189596088246018,2.3670321925077125,0.4572607449606825,0.36515225756173386,0.13333617120243083,0.33471640622497567,0.523450093132096,0.16999999999999998,1,19,173,61,2,2,4,2,3,4,3,1,0
34,2,0.3488684367856002,0.7596019127943425,0.10242640687119296,0.13977148894229316,0.019536069121145583,1.1895206181690174,2.268490566904706,0.4596772180445787,0.3268238409676151,0.10681382302482494,0.32038562986163566,0.5232590180780452,0.15652475842498528,1,19,173,61,2,2,4,2,3,4,3,1,0
34,3,0.3389163127131341,0.7408438022564889,0.10656854249492384,0.16866606239096346,0.02844824060247238,1.1726172369756171,1.9058116354108747,0.4979838434342236,0.34925503267122093,0.12197907784617561,0.3354370089086997,0.5232590180780452,0.1802775637731996,1,19,173,61,2,2,4,2,3,4,3,1,0
34,4,0.3434449932931185,0.7764949673164625,0.10242640687119292,0.1566215980389409,0.024530324972271575,1.1718681956679038,2.3035466031363723,0.4531964415611568,0.34564608987634987,0.11947121944680973,0.33596772278593234,0.5232590180780452,0.1886796226411321,1,19,173,61,2,2,4,2,3,4,3,1,0
35,1,0.4603210285877018,1.5124293213227409,0.10000000000000003,0.31598107216930205,0.09984403796926168,1.8221122406324017,4.256608838304492,0.3872509823070879,0.6883912881837788,0.4738825656473224,0.3415047598745192,0.6251399843235114,0.07280109889280519,1,22,178,80,1,1,3,1,3,3,2,2,0
35,2,0.4368475575410521,1.6218605758822695,0.10000000000000002,0.3036700280672415,0.09221548594635927,1.779384577886344,4.025005286032574,0.8000000000000002,0.6638047442449518,0.4406367384821059,0.3262665520714879,0.6251399843235114,0.07211102550927978,1,22,178,80,1,1,3,1,3,3,2,2,0
35,3,0.46338276408729595,1.2737832817803716,0.10242640687119277,0.3170448133756309,0.10051741368838864,1.9328756904123419,4.174738365162513,0.914521489921364,0.7464200889562315,0.5571429491974286,0.3506123791801066,0.5522680508593629,0.10816653826391967,1,22,178,80,1,1,3,1,3,3,2,2,0
35,4,0.5013619820566899,1.5824933252449898,0.10242640687119284,0.31360819297885456,0.09835009870346247,1.8531761975324221,4.606594786835084,0.8148148148148151,0.6726452752472227,0.45245166631241196,0.33147746459149424,0.6239390995922599,0.08485281374238568,1,22,178,80,1,1,3,1,3,3,2,2,0
36,1,0.3534145231781245,1.1034192926963848,0.10032613887314633,0.20004026541501818,0.04001610778731092,1.5037899820554255,3.2709740225525312,0.11348889505779755,0.416399290432934,0.1733883690730509,0.3455153401769535,0.6414047084329831,0.10630145812734647,2,21,160,55,2,1,1,1,2,4,2,1,0
36,2,0.34890678964764277,0.9835243397017548,0.10071067811865453,0.20532608072425076,0.04215879942558154,1.4769837892572528,2.9874843971118734,0.8518069822666486,0.38033589338377016,0.14465539179603057,0.3278251245398147,0.6319810123729984,0.08246211251235322,2,21,160,55,2,1,1,1,2,4,2,1,0
36,3,0.30806203069620314,0.8237207071759083,0.10106343992275564,0.17691882604443857,0.03130027100894232,1.4186048448414037,2.583971428392855,0.910691738241591,0.3384967768700194,0.11458006795139168,0.34775823214938184,0.5800862004909271,0.14866068747318506,2,21,160,55,2,1,1,1,2,4,2,1,0
36,4,0.39394189022902265,1.1449876469952676,0.10485281374238574,0.24042802582998168,0.057805635604502345,1.582455901593638,3.5822020646595867,0.8211664433361939,0.47301763584200074,0.2237456838175556,0.3545222891766711,0.6146543744251725,0.1392838827718412,2,21,160,55,2,1,1,1,2,4,2,1,0
37,1,0.573125161491066,2.069609051334312,0.10000000000000007,0.42186213029660896,0.1779676569783931,1.9631865031457327,4.51569980266074,0.06956749402292256,0.7688180765050474,0.5910812347609209,0.36524420888820713,0.7561084578286372,0.05385164807134506,2,18,150,40,2,2,3,2,3,4,2,1,1
37,2,0.5278953593632745,2.054525049948229,0.10064495102245964,0.4018716145386763,0.16150079457192243,1.8608986951250779,4.405326266834245,0.08432509829441387,0.7524234874372333,0.5661411044472084,0.3496081360597394,0.7559100475585703,0.04123105625617662,2,18,150,40,2,2,3,2,3,4,2,1,1
37,3,0.6034288604856297,2.150517520901853,0.10656854249492384,0.5059192661425707,0.25595430385423723,1.879339465638209,3.303473001256277,0.9600769594137284,0.6954384577804936,0.48363464856011135,0.35560951091655624,0.6981403870282824,0.020000000000000004,2,18,150,40,2,2,3,2,3,4,2,1,1
37,4,0.6089769208198815,1.930228353695229,0.1006449510224598,0.4414284977239906,0.19485911860285918,1.9820990184039202,5.028777022324888,0.3893328783129584,0.843826675084813,0.7120434575846906,0.3533198183943492,0.7542545989253231,0.028284271247461888,2,18,150,40,2,2,3,2,3,4,2,1,1
38,1,0.37424681645469293,1.0149951827061658,0.10000000000000003,0.19559417114275013,0.038257079785019424,1.4300180551531296,2.4523003636689347,0.475789969367036,0.4031136402565769,0.1625006069609089,0.38767352647659015,0.7,0.15811388300841894,2,18,174,61,2,1,2,4,2,4,2,2,0
38,2,0.3576397420705139,0.9074143096574808,0.10000000000000003,0.1885147610677109,0.035537815140416124,1.3283606210483616,2.284177979169823,0.4184100418410044,0.3424751457178219,0.11728922543444334,0.3637995038416485,0.6794115100585211,0.13601470508735444,2,18,174,61,2,1,2,4,2,4,2,2,0
38,3,0.4051978645322296,0.8872986634750556,0.11388905057061265,0.20029101261822047,0.04011648973563215,1.3815085768086892,2.4644717579192417,0.521948697738465,0.4898963431894861,0.23999842707043076,0.3732427986270509,0.6684309986827363,0.2267156809750927,2,18,174,61,2,1,2,4,2,4,2,2,0
38,4,0.42205123758045293,1.019709573594284,0.10560477932315074,0.2074561459680391,0.04303805249991234,1.491783027293406,2.9114399466932928,0.4699381273298809,0.47792065399470046,0.22840815151472219,0.38085133570449725,0.6735725647619565,0.15811388300841894,2,18,174,61,2,1,2,4,2,4,2,2,0
39,1,0.5430284123550572,2.0279096260050977,0.10064495102245982,0.3701979564007277,0.13704652692327512,1.499709555594824,2.9802755214154066,0.06968373095539418,0.5890009836952949,0.34692215879402494,0.4368881003274156,0.740607858451421,0.1676305461424021,2,19,168,65,2,1,1,6,3,4,3,1,0
39,2,0.4890864152078354,1.6684550292542817,0.1006449510224598,0.3382627654675467,0.1144216985017525,1.4245275714273937,3.2862696587384552,0.4355864407850211,0.5222201022715383,0.27271383521649584,0.42080131575380236,0.7211102550927979,0.17117242768623692,2,19,168,65,2,1,1,6,3,4,3,1,0
39,3,0.5746212930809788,1.5414490504749738,0.1082842712474619,0.41795070745232055,0.1746827938598952,1.5982647809268036,3.1128457151863747,0.5330117407843846,0.598057003654325,0.3576721796199893,0.43218661621294263,0.75,0.20880613017821106,2,19,168,65,2,1,1,6,3,4,3,1,0
39,4,0.5747266769593229,1.9699889450874617,0.10292528739883937,0.3789022784521007,0.14356693661619327,1.5653600097667488,3.5133217484396417,0.5616456565516442,0.5712034384045189,0.32627336804514506,0.4298447065989043,0.750066663703967,0.17088007490635065,2,19,168,65,2,1,1,6,3,4,3,1,0
40,1,0.5084279335517558,1.467333330934194,0.10064495102245988,0.29499299739847024,0.08702086851413388,1.4805529681010554,2.845876261864837,0.4659958052341948,0.449880632295041,0.2023925833141859,0.39758909526215236,0.6809552114493287,0.147648230602334,1,19,183,75,2,1,3,2,2,4,1,1,0
40,2,0.4671500987570932,1.4084667610037902,0.10000000000000003,0.24583461041518007,0.060434655677983354,1.445048971222433,2.6427017962819863,0.4048582995951419,0.41553796769514734,0.17267180259621331,0.37124099623779355,0.6815423684555495,0.15231546211727814,1,19,183,75,2,1,3,2,2,4,1,1,0
40,3,0.4515054421677183,1.1359827720266191,0.10210759472187936,0.3140883296987136,0.0986514788529278,1.3633406983899012,2.1539423416229297,0.5110291221417856,0.49005030475982764,0.24014930119519992,0.3955253580312378,0.6603786792439622,0.19723082923316013,1,19,183,75,2,1,3,2,2,4,1,1,0
40,4,0.5741537217538761,1.4603600413847615,0.10242640687119296,0.30568618217922894,0.09344404197531274,1.5475880573853342,2.769306562468312,0.5767561539939545,0.46966401379292255,0.22058428585207857,0.3968201690426145,0.6747592163134936,0.20248456731316586,1,19,183,75,2,1,3,2,2,4,1,1,0
41,1,0.34188473085960075,1.0254408877704548,0.10000000000000003,0.18263057331054547,0.03335392630773852,1.4892343369767127,2.9167493735995507,0.8064516129032261,0.42540482046727834,0.18096926127679733,0.41005725954790684,0.7924645102463579,0.15652475842498528,1,19,175,73,2,1,2,6,3,4,1,1,0
41,2,0.3733814193104909,1.0197888493502465,0.10000000000000003,0.19339356575091537,0.03740107127385363,1.4893985662203648,3.122977478889984,0.8064516129032262,0.4297362673500952,0.1846732594759925,0.39701092229136553,0.7495331880577404,0.15231546211727814,1,19,175,73,2,1,2,6,3,4,1,1,0
41,3,0.3528188352411855,0.9889482008007644,0.12292528739883953,0.21716877136123422,0.047162275254548025,1.4861096577722845,2.1320784993179465,0.9383609725102252,0.39964013248613794,0.15971223549353789,0.41202929256707,0.7355270219373317,0.21260291625469294,1,19,175,73,2,1,2,6,3,4,1,1,0
41,4,0.3910752569412629,0.9905810452476436,0.10210759472187958,0.19624039667840412,0.03851029328849741,1.5020533528146716,2.8832584012658184,0.8466840294612274,0.39369109309774,0.15499267678449336,0.4314859581046751,0.7969943538068509,0.18867962264113214,1,19,175,73,2,1,2,6,3,4,1,1,0
42,1,1.2420004703102376,3.6059015852285934,0.1007106781186548,0.8511587851263033,0.7244712774976846,2.237544200735131,4.387836213454359,0.8561526594740071,0.7503550610033939,0.563032717573407,0.373910245605302,0.8261961026293938,0.010000000000000007,1,21,185,62,2,3,4,3,2,4,2,2,1
42,2,1.0857861154590067,3.47174605163564,0.10000000000000003,0.7973370341499816,0.6357463460270889,2.0575810144094704,4.6490871914114384,0.8130081300813011,0.8117211451349451,0.6588912174591867,0.3385368578055691,0.813203541556479,0.0,1,21,185,62,2,3,4,3,2,4,2,2,1
42,3,1.0584195868869015,3.272167486906678,0.10242640687119288,0.8956562488020561,0.8022001160181705,2.0450685992820654,3.565888842653468,0.8803599288411539,0.8934519987099601,0.7982564739988224,0.36091568046054945,0.8045495634204272,0.014142135623730963,1,21,185,62,2,3,4,3,2,4,2,2,1
42,4,1.2379823531538912,4.022550502857031,0.10146264369941974,0.8755097068592966,0.7665172468048514,2.3065849107487963,4.724562547116483,0.8392804089980219,0.9754254170553824,0.9514547442376668,0.3694573998463002,0.8280096617793781,0.03162277660168377,1,21,185,62,2,3,4,3,2,4,2,2,1
43,1,0.6813781686199764,2.163853643345123,0.1021075947218796,0.46250553697799357,0.21391137173530217,1.7313472489600352,3.1624109976365893,0.06236142246312116,0.5447247244210816,0.2967250253956233,0.38716342198212944,0.7799999999999999,0.04,2,24,165,59,2,1,4,1,1,5,1,1,1
43,2,0.7138163191849831,2.299526448783061,0.10071067811865472,0.4521237313005426,0.20441586840512524,1.689836145004591,3.0299620690112787,0.19419811234807344,0.5049981564508463,0.2550231380187534,0.3377898079728898,0.7655716818169283,0.022360679774997918,2,24,165,59,2,1,4,1,1,5,1,1,1
43,3,0.8408395321942428,2.011136528369681,0.1224264068711929,0.46868543693612025,0.21966603879600194,1.8720072663624188,2.610595802617897,0.9136299020238275,0.43782961893361727,0.19169477521555653,0.3749269764679528,0.7829431652425354,0.09055385138137416,2,24,165,59,2,1,4,1,1,5,1,1,1
43,4,0.6944145475480723,2.324532004694188,0.10000000000000003,0.46640419926441373,0.21753287709147898,1.7013669605591715,3.2718957844490375,0.05514362699112847,0.584399630937616,0.34152292864002187,0.3762680913701718,0.756042326857432,0.044721359549995766,2,24,165,59,2,1,4,1,1,5,1,1,1
44,1,0.7341243563709647,2.0790266448507486,0.1021075947218794,0.446744059582305,0.19958025477207808,2.0293321351864324,3.783084568084572,0.8466840294612268,0.7150563182190051,0.511305538224919,0.410741410128929,0.7602631123499285,0.06403124237432846,2,22,149,44,1,2,1,4,3,3,3,1,0
44,2,0.7340344293951606,2.445668152120854,0.10292528739883944,0.439000636491492,0.1927215588399351,1.9396930690109453,3.8485498841453074,0.8726821173296734,0.6581223770589638,0.433125063185741,0.38876074506261976,0.7679192665899196,0.04472135954999579,2,22,149,44,1,2,1,4,3,3,3,1,0
44,3,0.6728344152970195,1.99459454191288,0.12560477932315067,0.43856868371151086,0.19234249033244724,1.9435301009089538,3.3176126890014337,0.9304057727640792,0.6741513571451812,0.4544800523406896,0.40498046776190755,0.6684309986827361,0.17088007490635065,2,22,149,44,1,2,1,4,3,3,3,1,0
44,4,0.7656661942997544,2.4641066558109888,0.10009967675098252,0.5135216725581525,0.2637045081869224,1.9887243707622957,3.876600077086036,0.8490008583780443,0.7556038983278873,0.5709372511683003,0.3997699959425678,0.7523961722390672,0.0608276253029822,2,22,149,44,1,2,1,4,3,3,3,1,0
45,1,0.39781156009150515,1.110220491507628,0.10064495102245977,0.22769928865993488,0.05184696605624035,1.728776420152478,3.6810861189748287,0.049427036199745394,0.579057839182785,0.3353079811190361,0.43902025006813816,0.791012010022604,0.15231546211727814,1,22,183,83,2,2,3,6,2,4,1,1,1
45,2,0.41575635799159916,1.05505673750726,0.10146264369941976,0.21877636805123815,0.047863099217690816,1.6724156844023217,3.954469208210127,0.13754167271121395,0.5249983353337986,0.27562325210325966,0.4099262015279464,0.7917701686727028,0.1392838827718412,1,22,183,83,2,2,3,6,2,4,1,1,1
45,3,0.43117992951462586,1.060115329694754,0.10899494936611663,0.28166915902782785,0.07933751514744378,1.715507631309425,3.822771297006216,0.975452821781006,0.5888925457748682,0.34679443046920516,0.4312647590571286,0.7648529270389177,0.18788294228055927,1,22,183,83,2,2,3,6,2,4,1,1,1
45,4,0.3821144854403425,1.0136827695892006,0.10120955864630136,0.21709448863277586,0.047130016994726444,1.712888941528744,4.2450820760666135,0.8466840294612279,0.6056127163559502,0.36676676221203247,0.4517215021180849,0.7527283706623527,0.19,1,22,183,83,2,2,3,6,2,4,1,1,1
46,1,0.5801321452671876,2.1051506401868116,0.10106343992275556,0.4344233846178418,0.18872367710282129,1.8523502723198488,5.8760440985582765,0.1886939014876023,0.7333677622527985,0.5378282747116773,0.40836907658395477,0.8523496934944013,0.02236067977499788,1,22,176,60,2,1,1,2,2,5,2,2,1
46,2,0.5903487854725783,2.0953489052072185,0.10000000000000003,0.4268223874382868,0.18217735041851904,1.8451237972069177,4.138128718685824,0.16137719356822386,0.7147391312250969,0.5108520257044064,0.3664737729105907,0.8139410298049854,0.03,1,22,176,60,2,1,1,2,2,5,2,2,1
46,3,0.6347864256471448,1.6214684080797186,0.12009967675098253,0.41601303415935476,0.17306684459047245,1.946946989720477,3.677013575460589,1.0535059364121273,0.7348264010051341,0.5399698396141581,0.38339049460208263,0.7605918747922568,0.04242640687119285,1,22,176,60,2,1,1,2,2,5,2,2,1
46,4,0.6412637569971954,1.9398494346893025,0.10009967675098252,0.4449653132135318,0.19799412996321644,1.9435198954323611,4.5775975550902235,0.0717428863578285,0.7691833020842558,0.5916429522052395,0.42595131417766197,0.8091971329657562,0.014142135623730952,1,22,176,60,2,1,1,2,2,5,2,2,1
47,1,0.7639467145085524,2.6143317641230848,0.10164414002968973,0.5531600117359063,0.305985998583668,1.962655020806872,4.2325073211576365,0.8211664433361942,0.7461185366469769,0.5566928707282262,0.47585454160517693,0.8471717653463198,0.08246211251235319,1,22,168,55,2,2,4,6,4,4,1,1,0
47,2,0.706489355097989,2.5453234954665214,0.10120955864630128,0.5200651572861384,0.27046776782305587,1.8812027382505312,4.315808007956152,0.8095186923668863,0.7555714985565858,0.5708882894310447,0.44690415114703774,0.8497058314499201,0.1004987562112089,1,22,168,55,2,2,4,6,4,4,1,1,0
47,3,0.7128429120523938,2.219637299075175,0.10656854249492384,0.54743295035629,0.29968283513579236,1.8420679959777533,3.207568351264704,0.9102738529381944,0.6555939293477219,0.42980340019758567,0.47159391462225136,0.8141252974819048,0.14317821063276354,1,22,168,55,2,2,4,6,4,4,1,1,0
47,4,0.7161311303891729,2.4541036073350826,0.10064495102245984,0.5247733308321009,0.2753870487526176,1.8951006350853952,5.127552447678993,0.06909229989387779,0.7794025382497675,0.6074683166301803,0.48123268132604957,0.8497058314499201,0.12041594578792295,1,22,168,55,2,2,4,6,4,4,1,1,0
49,1,0.8427189764706391,2.7353593328951247,0.10000000000000007,0.6421674629816192,0.4123790505122492,2.29026825419447,6.4550911459841975,0.3447127657433525,1.0186741161447834,1.0376969549033557,0.38717097546120505,0.8420213774008353,0.0,1,20,187,72,2,1,4,6,3,5,1,1,0
49,2,0.7925214684619015,2.8480453067088765,0.10120955864630138,0.6244583459223398,0.3899482257920646,2.099888257550143,5.111738345584688,0.5004030692746487,0.9146023390002227,0.8364974385046783,0.3726183139535031,0.8405950273467004,0.0,1,20,187,72,2,1,4,6,3,5,1,1,0
49,3,0.7862740588334118,2.8405437106479883,0.11342416792648605,0.6752853083908127,0.4560102477284749,2.2203613486190656,4.9530299910784885,1.0252382887757476,1.043510622827662,1.0889144199541754,0.3981107988795166,0.8386298349093001,0.036055512754639904,1,20,187,72,2,1,4,6,3,5,1,1,0
49,4,0.8187565581806303,2.8400521545069384,0.10002182510638367,0.6293213150472788,0.3960453175728364,2.2151039950138065,5.751540082613458,0.13279089867768712,1.0227844658149308,1.0460880635123333,0.38857697263087176,0.8364807230295268,0.036055512754639925,1,20,187,72,2,1,4,6,3,5,1,1,0
50,1,0.42600669837759364,1.0065262819042116,0.1007106781186548,0.21849750675841015,0.04774116045964149,1.6148263467480235,2.5779648752196502,0.11450711007870895,0.42976824832446586,0.18470074726787977,0.3222315730888602,0.655133574166368,0.13038404810405302,2,23,170,70,2,1,2,2,4,4,2,2,0
50,2,0.4416812844225054,1.1233379664375136,0.10071067811865474,0.23091470927932561,0.05332160296155547,1.5304467302770883,2.437173878580906,0.029667623412755962,0.372474558417616,0.13873729666839804,0.30647893678164484,0.6621933252457322,0.1118033988749895,2,23,170,70,2,1,2,2,4,4,2,2,0
50,3,0.36047145571465444,0.905186268255876,0.10120955864630136,0.1929424389968739,0.037226784766062414,1.5263756576227865,2.657046210887393,0.9331389515842604,0.36524327576029775,0.13340265048811292,0.31548772994378493,0.6239390995922599,0.12727922061357858,2,23,170,70,2,1,2,2,4,4,2,2,0
50,4,0.4821983269427409,1.28000555068234,0.1007106781186547,0.26372656908420333,0.06955170324092508,1.6017896879164308,2.6949722036210533,0.8518069822666491,0.4450325748792775,0.1980539927036797,0.33826910820420175,0.6694027188471825,0.14866068747318506,2,23,170,70,2,1,2,2,4,4,2,2,0
51,1,0.7113621238971759,2.04524305215318,0.1012095586463014,0.4046514511968795,0.16374279695574057,1.9418066022307054,3.623343927220229,0.8582115460430888,0.5950179618437924,0.35404637491674074,0.32403885028347784,0.6920260110718383,0.05385164807134505,2,22,165,60,2,1,3,1,3,5,1,1,1
51,2,0.7094068405130324,1.9928737540344847,0.1007106781186547,0.3754534612908968,0.14096530159531495,1.952430433607598,3.623264199835056,0.6607307449087224,0.5764985247070127,0.33235054898936217,0.29478348123636794,0.6603029607687672,0.05385164807134503,2,22,165,60,2,1,3,1,3,5,1,1,1
51,3,0.6948500563412654,1.833198646372739,0.14803118619434347,0.4118754194496827,0.16964136114685205,2.0015329713896426,3.825456217424476,0.9409975986687968,0.5580958728371017,0.3114710032778064,0.32339899156571833,0.6063827174318214,0.07071067811865475,2,22,165,60,2,1,3,1,3,5,1,1,1
51,4,0.7710787438407677,2.1023934736998373,0.1000996767509825,0.47946040726299755,0.2298822821327995,1.9590794013303834,3.6281887732138784,0.7486346281484929,0.6765708397345229,0.45774810117907755,0.3198663969893429,0.6957010852370434,0.06,2,22,165,60,2,1,3,1,3,5,1,1,1
52,1,0.5450959518771192,1.6143646690859956,0.10000000000000003,0.3319263589895238,0.11017510779204222,1.7064879875614618,3.2092236751982797,0.8130081300813011,0.5260712897968546,0.27675100194852614,0.4245527842549312,0.7340980860893183,0.1392838827718412,2,22,165,51,2,1,2,1,4,5,3,1,0
