uid,side,event,trial,cut_mean,cut_max,cut_min,cut_std,cut_var,speed_mean,speed_max,speed_min,speed_std,speed_var,space_mean,space_max,space_min,gender,age,height,weight,fre_side,VR_exp,game_fre,sport_fre,difficulty,enjoyment,fatigue,personality,familiarity
58,left,1,1,0.45373572136032125,1.2757633674608295,0.1065685424949237,0.2761628864578223,0.07626593985671604,1.6080468800837042,2.8466841227303488,0.8827184421452385,0.4694887133645099,0.22041965197666297,0.35315183218247936,0.6021627686929839,0.13038404810405296,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,1,1,0.5665502974856101,1.4720356444234062,0.10999999999999993,0.34767850074194523,0.12088033987816682,1.6952331211565008,3.041512921651087,0.8396946564885491,0.5327041972563566,0.2837737617745393,0.35315183218247936,0.6021627686929839,0.13038404810405296,2,25,160,60,2,1,1,1,3,4,1,1,1
58,left,1,2,0.6012819815567562,1.6700182160395982,0.10242640687119292,0.38560120188980934,0.1486882868988655,1.7307556550992782,3.198248598859024,0.8561526594740073,0.494106549241847,0.24414128200368576,0.39515829601229235,0.7280109889280517,0.010000000000000002,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,1,2,0.6847683682846637,1.9010785141294624,0.11485281374238568,0.4219658439237367,0.17805517343827132,1.7945753612532507,3.105613645480904,0.8864376362016784,0.5799700828713231,0.33636529702576945,0.39515829601229235,0.7280109889280517,0.010000000000000002,2,25,160,60,2,1,1,1,3,4,1,1,1
58,left,1,3,0.6381149867187451,2.167857174860018,0.1065685424949237,0.4366453918359898,0.19065919821160507,1.7779703706708128,2.9090983038573546,0.9068622731199476,0.505301259892463,0.2553293632489105,0.3990429648012644,0.7496665925596524,0.05830951894845299,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,1,3,0.7329705659313323,1.7970516956670133,0.10692130429902466,0.45075837721757533,0.20318311463182193,1.9022181046571434,3.510568966646093,0.8761797870182357,0.6211009710802567,0.3857664162768379,0.3990429648012644,0.7496665925596524,0.05830951894845299,2,25,160,60,2,1,1,1,3,4,1,1,1
58,left,2,1,0.5637273897462974,1.3478114547873634,0.1038233234744177,0.2931206761879347,0.08591973080887205,1.7626351429348033,2.678941712635864,0.8827184421452374,0.49080472143769466,0.24088927458553303,0.32577569617321167,0.6029925372672534,0.09219544457292883,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,2,1,0.641103433409077,1.3332789705154928,0.1165685424949239,0.32632904403637614,0.10649064498169511,1.7475703106451765,2.8393147086856403,0.9070301840492666,0.5441046703318363,0.2960498922769163,0.32577569617321167,0.6029925372672534,0.09219544457292883,2,25,160,60,2,1,1,1,3,4,1,1,1
58,left,2,2,0.6066727788588848,1.959877559751116,0.10064495102245977,0.3791068044757431,0.14372196919980929,1.9115021067846087,3.354707894837123,0.8536240624895981,0.6647920923366717,0.4419485260333698,0.36278000445795333,0.7300684899377593,0.1077032961426901,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,2,2,0.8458911577852184,2.024255493744672,0.10000000000000006,0.4836736668130517,0.23394021596838294,1.9495263380722874,2.8383143196410296,0.8064516129032263,0.5833969854125041,0.3403520425883975,0.36278000445795333,0.7300684899377593,0.1077032961426901,2,25,160,60,2,1,1,1,3,4,1,1,1
