,Unnamed: 0,event,age,height,weight,VR_exp,sport_fre,personality,familiarity,cut_mean,speed_mean,space_max
222,Unnamed: 0222,event3,age1,height1,weight0,VR_exp0,sport_fre0,personality1,familiarity1,cut_meanFalse,speed_meanTrue,space_maxTrue
223,Unnamed: 0223,event4,age1,height1,weight0,VR_exp0,sport_fre0,personality1,familiarity1,cut_meanTrue,speed_meanTrue,space_maxTrue
224,Unnamed: 0224,event1,age1,height1,weight1,VR_exp0,sport_fre0,personality1,familiarity1,cut_meanTrue,speed_meanTrue,space_maxTrue
225,Unnamed: 0225,event2,age1,height1,weight1,VR_exp0,sport_fre0,personality1,familiarity1,cut_meanTrue,speed_meanTrue,space_maxTrue
226,Unnamed: 0226,event3,age1,height1,weight1,VR_exp0,sport_fre0,personality1,familiarity1,cut_meanTrue,speed_meanTrue,space_maxTrue
227,Unnamed: 0227,event4,age1,height1,weight1,VR_exp0,sport_fre0,personality1,familiarity1,cut_meanTrue,speed_meanTrue,space_maxTrue
228,Unnamed: 0228,event1,age1,height1,weight1,VR_exp1,sport_fre0,personality0,familiarity1,cut_meanTrue,speed_meanTrue,space_maxFalse
229,Unnamed: 0229,event2,age1,height1,weight1,VR_exp1,sport_fre0,personality0,familiarity1,cut_meanTrue,speed_meanTrue,space_maxFalse
230,Unnamed: 0230,event3,age1,height1,weight1,VR_exp1,sport_fre0,personality0,familiarity1,cut_meanTrue,speed_meanTrue,space_maxFalse
231,Unnamed: 0231,event4,age1,height1,weight1,VR_exp1,sport_fre0,personality0,familiarity1,cut_meanTrue,speed_meanTrue,space_maxFalse
