2.222222222,5
3.055555556,2
3.888888889,2
4.444444444,5
5.277777778,2
6.111111111,1
6.666666667,5
7.5,1
7.777777778,2
8.611111111,1
8.888888889,1
9.444444444,5
10,5
11.11111111,2
11.66666667,1
12.22222222,2
12.77777778,1
13.33333333,2
13.88888889,1
14.44444444,2
15,2
15.55555556,2
16.11111111,1
16.66666667,2
17.22222222,1
17.77777778,2
18.33333333,1
18.88888889,2
19.44444444,2
20,2
20.55555556,1
21.11111111,3
21.66666667,1
22.22222222,2
22.77777778,1
23.33333333,3
23.88888889,1
24.44444444,2
25,1
25.55555556,3
26.11111111,1
26.66666667,2
26.94444444,2
27.22222222,1
27.77777778,1
28.05555556,2
28.88888889,5
29.44444444,1
30,5
30.55555556,1
31.11111111,2
31.66666667,1
32.22222222,5
32.77777778,3
33.33333333,2
33.88888889,2
34.44444444,5
35,2
35.55555556,2
36.11111111,2
36.66666667,3
37.22222222,2
37.77777778,2
38.33333333,3
38.88888889,2
39.44444444,3
40,2
40.55555556,2
41.11111111,1
41.66666667,1
42.22222222,5
43.05555556,5
43.88888889,5
44.44444444,1
44.72222222,2
45,1
45.27777778,1
45.55555556,2
46.66666667,2
47.22222222,1
47.77777778,2
48.33333333,1
48.88888889,2
49.44444444,1
50,2
50.55555556,1
51.11111111,2
51.66666667,1
52.22222222,2
52.77777778,1
53.33333333,2
53.88888889,2
54.44444444,1
55,1
55.55555556,2
56.11111111,2
56.66666667,2
57.22222222,2
57.77777778,1
58.33333333,1
58.88888889,1
59.44444444,1
60,2
60.55555556,1
61.11111111,2
61.66666667,1
62.22222222,2
62.5,2
62.77777778,1
63.33333333,1
63.61111111,2
64.44444444,1
64.72222222,1
65,1
65.55555556,1
65.83333333,1
66.66666667,1
67.22222222,1
67.77777778,2
68.33333333,1
68.88888889,5
71.11111111,2
71.66666667,2
72.22222222,1
72.77777778,1
73.33333333,5
75.55555556,1
76.11111111,1
76.66666667,2
77.22222222,2
77.77777778,1
78.33333333,1
78.88888889,2
79.44444444,2
80,1
80.55555556,1
81.11111111,2
81.66666667,2
82.22222222,1
82.77777778,1
83.33333333,5
84.44444444,1
85,1
85.55555556,1
86.11111111,2
86.66666667,5
88.88888889,2
89.44444444,2
90,1
90.55555556,1
91.11111111,5
93.33333333,1
93.88888889,1
94.44444444,2
95,2
95.55555556,1
96.11111111,1
96.66666667,1
97.22222222,1
97.77777778,5
98.61111111,5
99.44444444,5
100,5
100.8333333,5
101.6666667,5
102.2222222,5
103.0555556,5
103.8888889,5
104.4444444,2
105,2
105.5555556,5
106.6666667,2
107.2222222,1
107.7777778,2
108.3333333,1
108.8888889,2
109.4444444,1
110,2
110.5555556,2
111.1111111,2
111.6666667,1
112.2222222,2
112.7777778,1
113.3333333,2
113.8888889,1
114.4444444,2
115,2
115.5555556,1
116.1111111,1
116.6666667,2
117.2222222,3
117.7777778,2
118.3333333,2
118.8888889,1
119.4444444,2
120,1
120.5555556,2
121.1111111,2
121.6666667,1
122.2222222,1
122.5,1
122.7777778,2
123.3333333,1
123.6111111,1
124.4444444,1
125,2
125.5555556,1
126.1111111,2
126.6666667,1
127.2222222,1
127.7777778,1
128.3333333,2
128.8888889,5
129.7222222,5
130.5555556,5
131.1111111,2
